sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_rx_ns,http_latency_ms,T,millis,L,R,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
19,True,,1783527901.7689974,427164515000000,427164921000000,406.0,1007,295538,0,0,12.35293,-0.062503,-0.015907,-131.1662,2.050781,0.898438,981.2695,0.29125,0.96875,-0.27375,32,-36,-43,49.44444,True,632,37.24881567,-80.4180955,4,3.08,684,0.123466666,0,36081,4,0
20,True,,1783527903.1852062,427165937000000,427166328000000,391.0,1007,296946,0,0,12.35293,-0.069792,-0.13061,-131.6271,2.539063,-1.542969,980.7813,0.60375,0.34375,0.10125,31,-35,-44,49.44444,True,32,37.248748,-80.418119,5,2.96,667.3,2.983777752,62.6,36930,8,0
21,True,,1783527904.590062,427167343000000,427167718000000,375.0,1007,298335,0,0,12.35293,0.102846,-0.312767,-131.0671,4.003906,-0.078125,980.293,0.16625,-1.65625,-0.27375,31,-36,-44,49.44444,True,419,37.24872733,-80.41812533,5,2.96,659.5,2.741988865,21.92,37935,10,0
22,True,,1783527905.9794867,427168718000000,427169109000000,391.0,1007,299725,0,0,12.35293,0.01046,-0.137521,-131.4625,1.074219,-0.078125,979.8047,-0.95875,-1.65625,-0.46125,32,-37,-44,49.44444,True,827,37.24870383,-80.41812967,5,2.96,655,1.733677763,21.92,38612,12,0
23,True,,1783527907.3692229,427170109000000,427170500000000,391.0,1007,301118,0,0,12.37322,0.147622,0.062088,-130.7887,1.5625,-1.542969,980.293,-0.14625,0.46875,0.16375,32,-38,-46,49.44444,True,217,37.248643,-80.41812883,5,2.96,644.8,0.169766665,21.92,39625,16,0
24,True,,1783527908.7615342,427171500000000,427171921000000,421.0,1007,302523,0,0,12.37322,0.06733,-0.174687,-130.8183,1.5625,-1.054688,980.7813,0.04125,0.78125,-0.33625,31,-35,-43,50,True,618,37.24861383,-80.41812117,5,2.96,639.9,0.493866662,21.92,40493,18,0
25,True,,1783527910.1789367,427172921000000,427173343000000,422.0,1007,303951,0,0,12.37322,-0.164513,0.125272,-130.1411,3.027344,-2.03125,981.2695,0.35375,0.15625,0.03875,31,-37,-44,49.44444,True,44,37.24857483,-80.41811467,5,2.96,630.8,0.457855552,21.92,41343,22,0
26,True,,1783527911.6070943,427174359000000,427174734000000,375.0,1007,305359,0,0,12.37322,0.020331,-0.096348,-131.1144,1.5625,-3.007813,980.293,0.04125,-1.03125,-0.08625,32,-36,-44,50,True,458,37.24853133,-80.41809283,5,2.97,628,1.486744432,21.92,42368,24,0
27,True,,1783527913.002485,427175750000000,427176156000000,406.0,1007,306769,0,0,12.37322,-0.087118,0.434099,-131.0138,4.003906,-1.542969,981.2695,-0.52125,-1.15625,0.03875,31,-36,-44,49.44444,True,860,37.24851167,-80.41808783,5,2.97,625,1.234666656,21.92,43060,26,0
28,True,,1783527914.4133468,427177156000000,427177562000000,406.0,1007,308167,0,0,12.37322,-0.098528,-0.114227,-130.9697,2.539063,-1.054688,979.3164,-0.58375,-1.78125,0.16375,33,-37,-44,50,True,263,37.248483,-80.41809033,6,2.91,620.5,0.931144436,21.92,44070,30,0
29,True,,1783527915.8177147,427178562000000,427178953000000,391.0,1007,309567,0,0,12.37322,0.060597,-0.318855,-130.899,2.050781,-1.054688,979.3164,-0.45875,-0.71875,-0.02375,30,-36,-45,50,True,664,37.248506,-80.418107,6,2.91,617.8,1.080333324,21.92,44902,32,0
30,True,,1783527917.2117643,427179953000000,427180406000000,453.0,1007,311017,0,0,12.36101,-0.072723,-0.023223,-130.6475,1.5625,0.410156,976.875,-0.14625,0.21875,-0.27375,32,-37,-43,50.55556,True,117,37.24850633,-80.41810483,6,2.91,612.1,0.349822219,21.92,45823,36,0
31,True,,1783527918.6618,427181406000000,427181812000000,406.0,1007,312424,0,0,12.36101,0.1171,-0.218025,-131.0977,1.074219,-1.054688,980.293,-0.20875,0.46875,0.16375,31,-37,-44,49.44444,True,516,37.24851483,-80.41810733,6,2.91,610,0.797388882,21.92,46795,38,0
32,True,,1783527920.0738554,427182812000000,427183250000000,438.0,1007,313850,0,0,12.36101,0.033724,-0.034093,-131.2993,1.074219,0.410156,984.1992,0.29125,2.28125,0.22625,31,-36,-44,50,True,60,37.24854517,-80.41812783,6,2.91,610.1,1.136922212,21.92,47550,41,0
33,True,,1783527921.511173,427184250000000,427184656000000,406.0,1007,315270,0,0,12.36101,0.02626,-0.068868,-131.3733,4.003906,-2.519531,980.7813,0.22875,1.59375,-0.14875,31,-36,-43,49.44444,True,366,37.248552,-80.41813217,6,2.92,606.8,1.034033324,21.92,48589,44,0
34,True,,1783527922.9166546,427185656000000,427186062000000,406.0,1007,316662,0,0,12.36101,0.040877,-0.623895,-130.7774,2.050781,-1.542969,980.7813,-0.33375,0.40625,0.28875,30,-38,-45,49.44444,True,755,37.24853517,-80.418124,5,2.97,605.3,0.529877773,21.92,49317,46,0
35,True,,1783527924.3191767,427187062000000,427187578000000,516.0,1007,318065,0,0,12.36101,-0.060887,0.029403,-131.7211,3.515625,-2.03125,978.8281,0.22875,-0.59375,-0.02375,32,-37,-45,49.44444,True,153,37.248525,-80.41812333,5,2.97,601.3,0.308666664,21.92,50275,50,0
36,True,,1783527925.8364933,427188578000000,427188968000000,390.0,1007,319581,0,0,12.36101,0.04981,0.100118,-130.5143,2.050781,-0.078125,979.8047,0.29125,0.84375,-0.02375,32,-37,-45,49.44444,True,676,37.24852483,-80.41813033,6,2.92,600.6,0.246933331,21.92,51206,52,0
37,True,,1783527927.2237172,427189968000000,427190375000000,407.0,1007,320974,0,0,12.3811,0.236513,-0.324794,-130.4552,2.539063,-0.566406,978.3398,0.41625,0.78125,-0.14875,31,-39,-45,49.44444,True,74,37.24851633,-80.418136,6,2.92,597.3,0.200633332,21.92,52087,56,0
38,True,,1783527928.623709,427191375000000,427191796000000,421.0,1007,322385,0,0,12.3811,0.20476,-0.211201,-131.3277,4.003906,-1.542969,983.2227,-0.45875,-1.59375,0.22625,30,-36,-46,50,True,480,37.24852,-80.41813783,5,2.98,595.4,0.087455555,21.92,53095,58,0
39,True,,1783527930.049689,427192796000000,427193187000000,391.0,1007,323803,0,0,12.3811,0.09652,-0.771908,-131.1877,2.050781,-2.519531,981.2695,0.16625,1.21875,0.41375,30,-37,-45,49.44444,True,10,37.2485205,-80.41814517,5,2.98,594.6,0.051444444,21.92,53802,61,0
40,True,,1783527931.4507027,427194203000000,427194593000000,390.0,1007,325202,0,0,12.3811,-0.175329,-0.404703,-131.518,1.074219,-1.054688,980.293,0.04125,-0.78125,-0.21125,32,-36,-43,49.44444,True,303,37.2485215,-80.41815167,5,2.98,593.9,0.169766665,21.92,54817,64,0
41,True,,1783527932.8522723,427195593000000,427196015000000,422.0,1007,326632,0,0,12.3811,0.032974,-0.169822,-130.9171,1.5625,-1.054688,980.293,0.29125,-0.09375,0.28875,30,-36,-45,50,True,728,37.24852683,-80.4181585,5,2.98,593.4,0.113177777,21.92,55607,66,0
42,True,,1783527934.279492,427197031000000,427197562000000,531.0,1007,328043,0,0,12.3811,0.039682,0.045469,-130.9521,2.539063,-5.449219,981.7578,0.91625,0.03125,-0.39875,31,-37,-43,49.44444,True,134,37.2485375,-80.41814067,6,2.77,598.7,0.324099997,21.92,56547,70,0
43,True,,1783527935.8131053,427198562000000,427198953000000,391.0,1007,329565,0,0,12.3811,-0.027907,-0.055781,-131.1283,4.003906,-3.007813,982.7344,-0.14625,1.15625,-0.39875,31,-36,-44,50,True,665,37.24853517,-80.41813583,6,2.77,600,0.252077776,21.92,57506,72,0
44,True,,1783527937.2099862,427199953000000,427200359000000,406.0,1007,330968,0,0,12.36889,-0.077139,-0.020818,-131.243,1.5625,-1.054688,982.2461,0.72875,-0.21875,-0.02375,32,-36,-44,50,True,65,37.24852883,-80.41812017,6,2.77,603.1,0.565888884,21.92,58381,76,0
45,True,,1783527938.6116445,427201359000000,427201750000000,391.0,1007,332376,0,0,12.36889,0.029861,-0.340319,-130.9643,3.027344,-2.519531,978.8281,-0.20875,-0.59375,0.35125,30,-36,-44,50,True,467,37.248544,-80.41812317,6,2.77,604,0.267511109,21.92,59399,78,0
46,True,,1783527940.0219543,427202765000000,427203156000000,391.0,1007,333770,0,0,12.36889,-0.156318,-0.204447,-131.0748,1.074219,-3.007813,979.8047,-0.89625,-0.15625,-0.08625,32,-36,-43,50,True,869,37.24854617,-80.418117,6,2.77,607.6,0.180055554,21.92,60086,80,0
47,True,,1783527941.4170928,427204156000000,427204609000000,453.0,1007,335215,0,0,12.36889,-0.019068,0.195678,-130.8479,0.097656,-2.519531,980.293,-0.02125,2.40625,15.53875,34,-37,-44,50,True,313,37.24855083,-80.41810883,6,2.77,613.2,0.08231111,21.92,61148,84,0
48,True,,1783527942.862726,427205609000000,427206031000000,422.0,1007,336646,0,0,12.36889,0.1083,-0.220445,-131.09,4.003906,-0.078125,978.8281,0.35375,0.59375,0.22625,29,-34,-44,50,True,737,37.24854667,-80.41810233,6,2.77,613.3,0.246933331,21.92,61937,86,0
49,True,,1783527944.2923236,427207031000000,427207578000000,547.0,1007,338063,0,0,12.36889,-0.206255,0.180794,-130.1988,1.5625,-0.078125,981.2695,0.16625,-0.96875,0.03875,31,-35,-45,50,True,153,37.248563,-80.41810067,6,2.77,616.3,0.108033332,21.92,62896,90,0
50,True,,1783527945.8297296,427208578000000,427208984000000,406.0,1007,339589,0,0,12.36889,0.101136,-0.272005,-131.1653,0.097656,-0.566406,982.2461,0.47875,0.03125,0.16375,33,-38,-44,50,True,686,37.24858933,-80.41811017,6,2.77,618.7,0.653344439,21.92,63836,92,0
51,True,,1783527947.2334323,427209984000000,427210437000000,453.0,1007,341051,0,0,12.36889,-0.107651,-0.068435,-131.565,-0.390625,-3.496094,979.3164,-0.83375,-1.28125,-0.27375,32,-36,-42,50,True,144,37.24861567,-80.418116,6,2.77,620.7,0.843688882,1.17,64791,96,0
52,True,,1783527948.6951034,427211437000000,427211843000000,406.0,1007,342451,0,0,12.36889,-0.053491,-0.244364,-130.9186,4.492188,-1.542969,980.7813,0.10375,-0.71875,-0.27375,32,-36,-44,50,True,531,37.2486245,-80.41811733,6,2.77,621.1,0.745944438,1.17,65743,98,0
53,True,,1783527950.0959752,427212843000000,427213234000000,391.0,1007,343845,0,0,12.36889,0.071008,-0.134041,-131.0827,3.515625,-1.054688,981.2695,0.16625,1.09375,0.22625,30,-36,-43,50,True,53,37.248639,-80.41812183,6,2.77,622.9,0.627622217,1.17,66492,101,0
54,True,,1783527951.4922485,427214234000000,427214656000000,422.0,1007,345261,0,0,12.36889,-0.135792,-0.2045,-131.593,1.074219,-1.542969,979.8047,-0.14625,-2.84375,0.10125,32,-37,-44,49.44444,True,348,37.24865633,-80.41812733,6,2.78,626,0.823111104,348.28,67528,104,0
55,True,,1783527952.908226,427215656000000,427216062000000,406.0,1007,346671,0,0,12.36889,0.153156,-0.452491,-131.2109,3.515625,-1.542969,981.2695,-0.08375,-0.03125,0.10125,32,-37,-45,49.44444,True,760,37.2486535,-80.418123,6,2.78,626.2,0.540166662,348.28,68281,106,0
56,True,,1783527954.3184667,427217062000000,427217500000000,438.0,1007,348108,0,0,12.36889,-0.006617,-0.213973,-131.3971,4.003906,-2.03125,980.7813,0.10375,0.15625,-0.33625,31,-36,-43,49.44444,True,200,37.24865867,-80.41812133,6,2.78,626.9,0.267511109,348.28,69284,110,0
57,True,,1783527955.7653642,427218515000000,427218921000000,406.0,1007,349536,0,0,12.36889,0.355195,-0.708932,-131.7369,2.050781,1.386719,981.2695,-0.45875,-2.15625,0.28875,31,-37,-45,50,True,629,37.24866867,-80.4181235,6,2.78,627.6,0.416699996,348.28,70182,112,0
58,True,,1783527957.1841993,427219937000000,427220343000000,406.0,1007,350961,0,0,12.36901,0.113026,-0.313269,-130.3025,2.050781,-1.054688,983.7109,-0.83375,0.40625,-0.02375,31,-38,-43,50,True,59,37.24868467,-80.41812567,7,2.66,629.4,0.46814444,348.28,71049,116,0
59,True,,1783527958.6108544,427221359000000,427221812000000,453.0,1007,352382,0,0,12.36901,0.255979,-0.207202,-131.1066,2.050781,-0.566406,978.3398,0.16625,0.40625,-0.08625,30,-37,-46,50.55556,True,468,37.24868933,-80.41812517,7,2.66,629.7,0.293233331,348.28,72083,118,0
60,True,,1783527960.0628288,427222812000000,427223234000000,422.0,1007,353835,0,0,12.36901,0.077938,0.04542,-131.6313,2.539063,-2.03125,982.2461,0.54125,0.28125,-0.08625,31,-35,-44,49.44444,True,37,37.24867433,-80.4181075,6,2.78,632.1,0.216066665,348.28,72832,121,0
61,True,,1783527961.482183,427224234000000,427224609000000,375.0,1007,355229,0,0,12.36901,0.00373,0.019424,-130.6672,3.515625,-0.078125,980.293,0.41625,1.34375,-0.46125,31,-36,-43,49.44444,True,324,37.24868717,-80.41810717,8,1.88,632,0.231499998,348.28,73853,124,0
62,True,,1783527962.8728,427225625000000,427226031000000,406.0,1007,356642,0,0,12.36901,-0.012726,-0.116193,-131.5638,1.5625,-1.054688,981.2695,-0.33375,-0.40625,-0.33625,32,-36,-44,49.44444,True,727,37.2486845,-80.41809967,8,1.88,632.1,0.149188888,348.28,74641,126,0
63,True,,1783527964.2870033,427227031000000,427227609000000,578.0,1007,358065,0,0,12.36901,-0.009695,-0.279781,-131.3144,2.050781,-2.03125,980.293,-0.33375,-0.28125,0.10125,31,-37,-44,50,True,154,37.24868317,-80.4180865,7,1.93,633.6,0.169766665,348.28,75607,130,0
64,True,,1783527965.8596861,427228609000000,427229015000000,406.0,1007,359626,0,0,12.36901,-0.115751,0.055111,-131.5022,3.515625,-0.078125,981.2695,-0.20875,-1.46875,-0.08625,32,-35,-43,49.44444,True,722,37.24869367,-80.41808717,7,1.93,634.1,0.462999996,348.28,76554,132,0
65,True,,1783527967.275527,427230015000000,427230578000000,563.0,1007,361058,0,0,12.36914,-0.100412,0.160319,-130.2792,3.515625,-1.054688,981.2695,0.04125,0.03125,-0.27375,31,-37,-43,50,True,151,37.248711,-80.41808617,8,1.88,636.4,0.586466662,348.28,77518,136,0
66,True,,1783527968.827773,427231578000000,427231984000000,406.0,1007,362595,0,0,12.36914,0.081091,-0.652666,-130.8571,2.050781,0.410156,980.7813,0.35375,1.53125,0.28875,31,-37,-46,50,True,683,37.24871617,-80.41808367,8,1.88,636,0.318955553,348.28,78471,138,0
67,True,,1783527970.2466059,427233000000000,427233390000000,390.0,1007,364012,0,0,12.36914,0.264964,-0.22754,-130.8179,2.050781,-3.007813,980.7813,0.91625,0.78125,0.41375,29,-37,-44,49.44444,True,93,37.24872483,-80.41808033,7,1.93,638,0.246933331,348.28,79380,142,0
68,True,,1783527971.6547222,427234406000000,427234828000000,422.0,1007,365437,0,0,12.36914,0.028877,-0.279095,-130.9469,5.46875,-2.519531,982.2461,-0.14625,-1.09375,-0.14875,31,-37,-44,50,True,536,37.24873383,-80.418081,7,1.93,638.1,0.344677775,348.28,80384,144,0
69,True,,1783527973.082494,427235828000000,427236234000000,406.0,1007,366846,0,0,12.36914,0.071844,-0.289969,-131.7939,3.027344,-1.054688,979.8047,0.29125,-0.03125,0.28875,32,-36,-44,50,True,58,37.24874117,-80.41807967,7,1.93,638.1,0.12861111,348.28,81144,147,0
70,True,,1783527974.5028336,427237250000000,427237656000000,406.0,1007,368264,0,0,12.36914,-0.061066,-0.000808,-130.5308,2.050781,-3.007813,983.7109,-0.14625,1.40625,-0.33625,31,-37,-43,50,True,355,37.24874117,-80.4180765,8,1.88,639.3,0.015433333,348.28,82175,150,0
71,True,,1783527975.9123836,427238656000000,427239062000000,406.0,1007,369661,0,0,12.36914,-0.099996,-0.049008,-131.653,3.515625,-3.496094,980.293,0.66625,1.09375,0.03875,32,-36,-43,49.44444,True,754,37.24875133,-80.41807817,8,1.88,639.8,0.236644442,348.28,82936,152,0
72,True,,1783527977.3187804,427240062000000,427240453000000,391.0,1007,371070,0,0,12.37301,-0.120423,-0.084049,-131.3354,4.980469,-0.078125,980.293,0.54125,0.84375,-0.21125,33,-37,-45,50,True,162,37.24874317,-80.41806533,8,1.88,640.6,0.313811108,348.28,83913,156,0
73,True,,1783527978.7137153,427241453000000,427241875000000,422.0,1007,372486,0,0,12.37301,0.249507,-0.418347,-131.3666,5.957031,0.410156,981.2695,0.35375,-0.40625,-0.14875,32,-38,-43,50,True,575,37.24874967,-80.418064,8,1.88,640,0.272655553,348.28,84859,158,0
74,True,,1783527980.1332846,427242875000000,427243281000000,406.0,1007,373889,0,0,12.37301,-0.120525,0.065734,-130.43,2.539063,-2.03125,980.293,-0.02125,0.28125,-0.08625,33,-37,-43,50,True,93,37.24875483,-80.41806317,8,1.88,641.5,0.118322221,348.28,85655,161,0
75,True,,1783527981.5340815,427244281000000,427244671000000,390.0,1007,375285,0,0,12.37301,-0.157706,0.158532,-131.7379,0.097656,-0.566406,979.3164,-0.89625,-2.21875,-0.08625,32,-35,-43,50,True,383,37.24874883,-80.4180565,8,1.88,642.6,0.406411108,348.28,86685,164,0
76,True,,1783527982.932376,427245671000000,427246078000000,407.0,1007,376682,0,0,12.37301,0.099764,0.157936,-131.254,4.492188,-2.519531,980.7813,0.85375,1.28125,-0.39875,32,-36,-43,50,True,774,37.24875533,-80.41805667,8,1.88,643,0.154333332,348.28,87423,166,0
77,True,,1783527984.3310268,427247078000000,427247468000000,390.0,1007,378075,0,0,12.37301,0.068035,-0.450698,-131.1585,3.027344,0.410156,980.7813,-0.27125,0.40625,-0.27375,30,-36,-44,50,True,163,37.2487525,-80.41805017,7,1.93,644.5,0.282944442,348.28,88398,170,0
78,True,,1783527985.7241526,427248468000000,427248859000000,391.0,1007,379475,0,0,12.37301,-0.002147,0.001048,-131.2113,2.539063,-1.054688,977.3633,-0.45875,0.78125,-0.02375,31,-36,-44,50,True,573,37.24875633,-80.41805017,7,1.93,644.2,0.17491111,348.28,89340,172,0
79,True,,1783527987.1200845,427249859000000,427250265000000,406.0,1007,380870,0,0,12.36893,0.017811,-0.135622,-131.0244,4.003906,-3.007813,980.293,0.10375,0.34375,0.22625,31,-36,-45,50,True,80,37.2487695,-80.4180505,8,1.88,644.4,0.138899999,348.28,90125,175,0
80,True,,1783527988.5152864,427251265000000,427251687000000,422.0,1007,382269,0,0,12.36893,0.128705,-0.155586,-131.4493,4.980469,-0.566406,981.2695,0.29125,-0.53125,0.16375,32,-37,-43,50,True,356,37.2487745,-80.4180505,8,1.88,645.5,0.25722222,348.28,91144,178,0
81,True,,1783527989.9439662,427252687000000,427253093000000,406.0,1007,383695,0,0,12.36893,-0.009891,0.292399,-131.0732,3.027344,-1.054688,979.8047,0.22875,-0.46875,-0.33625,32,-37,-45,50.55556,True,791,37.2487805,-80.418051,7,1.93,646.1,0.324099997,348.28,91900,180,0
82,True,,1783527991.3596914,427254109000000,427254531000000,422.0,1007,385128,0,0,12.36893,-0.050078,-0.120669,-131.3438,2.050781,-1.054688,982.2461,-0.08375,-1.53125,0.03875,31,-36,-45,50,True,226,37.24879617,-80.418056,7,1.93,647,0.462999996,348.28,92933,184,0
83,True,,1783527992.7896194,427255531000000,427255921000000,390.0,1007,386537,0,0,12.36893,0.090832,-0.114863,-130.9278,1.5625,-1.542969,979.3164,0.04125,0.21875,-0.21125,31,-36,-44,50,True,627,37.248804,-80.41805733,7,1.93,647.3,0.519588884,348.28,93811,186,0
84,True,,1783527994.1855268,427256937000000,427257328000000,391.0,1007,387936,0,0,12.36893,-0.01181,-0.103606,-131.1572,3.515625,-2.03125,981.7578,-0.02125,-0.21875,-0.08625,32,-38,-45,50,True,25,37.24879783,-80.41805067,7,1.93,649.2,0.036011111,348.28,94651,190,0
85,True,,1783527995.5823808,427258328000000,427258734000000,406.0,1007,389353,0,0,12.36893,0.176093,-0.012368,-130.6437,3.027344,1.386719,981.7578,0.72875,2.71875,-0.46125,31,-36,-43,50,True,446,37.2488015,-80.41805067,7,1.93,650.1,0.12861111,348.28,95695,192,0
86,True,,1783527996.99809,427259750000000,427260140000000,390.0,1007,390751,0,0,12.38493,-0.259014,0.016212,-130.6815,1.074219,-3.007813,978.8281,-0.58375,-0.40625,-0.02375,33,-37,-43,50,True,837,37.2487865,-80.4180375,7,1.93,649.9,0.524733329,348.28,96391,194,0
87,True,,1783527998.4036524,427261156000000,427261562000000,406.0,1007,392174,0,0,12.38493,-0.014417,-0.129477,-131.47,2.050781,-1.542969,980.7813,0.47875,0.15625,-0.08625,30,-35,-44,50,True,263,37.2487735,-80.4180285,7,1.93,652.4,0.555599995,348.28,97428,198,0
88,True,,1783527999.8220968,427262562000000,427263000000000,438.0,1007,393600,0,0,12.38493,0.091728,0.047217,-131.4622,3.027344,-0.566406,980.7813,0.35375,1.28125,0.03875,33,-38,-43,50,True,697,37.24877633,-80.41802783,7,1.93,652.5,0.38583333,348.28,98270,200,0
89,True,,1783528001.2495651,427264000000000,427264421000000,421.0,1007,395041,0,0,12.38493,0.109653,-0.153338,-130.7857,2.539063,0.410156,979.8047,-0.39625,1.65625,0.03875,31,-37,-45,50,True,135,37.24878083,-80.41802633,7,1.93,652.7,0.154333332,348.28,99217,204,0
90,True,,1783528002.6833153,427265421000000,427265796000000,375.0,1007,396426,0,0,12.38493,-0.039296,-0.125645,-131.5163,3.027344,-0.078125,977.8516,0.16625,-0.65625,-0.14875,33,-37,-44,50,True,516,37.24878667,-80.4180255,7,1.93,653.5,0.092599999,348.28,100203,206,0
91,True,,1783528004.0694911,427266812000000,427267218000000,406.0,1007,397828,0,0,12.38493,0.023525,-0.24407,-131.5184,3.027344,-3.984375,979.3164,0.10375,0.15625,-0.52375,31,-37,-44,50,True,30,37.24878167,-80.4180145,7,1.93,653.1,0.293233331,348.28,100951,209,0
92,True,,1783528005.4728754,427268218000000,427268609000000,391.0,1007,399229,0,0,12.38493,-0.10579,-0.188481,-130.4993,2.539063,-2.519531,982.2461,0.41625,0.21875,-0.21125,30,-36,-44,50,True,327,37.24878317,-80.4180125,7,1.93,653,0.262366664,348.28,101993,212,0
