sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559286.4136314,420530609000000,420530609000000,420531156000000,420530882500000,547.0,515.942,515.942,420531.156,420531.156,,420014.9405,False,1,0,0,0,False,0,1007,1,515942,515943,515942,0,0,0,-7,11.53685,0.254087,0.339652,-103.6567,-7.724609,0.400391,980.5957,-0.41,-0.23625,-0.21375,13,-53,-47,46.11111,True,54,3,37.2485655,-80.417477,12,0.82,,,,225532,334,3
1,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559286.9945953,420531203000000,420531203000000,420531890000000,420531546500000,687.0,516.501,516.501,420531.89,420531.89,,420014.993,False,2,0,0,0,False,0,1007,2,516501,516502,516501,0,0,0,-7,11.53685,0.231602,0.888989,-104.1229,-11.14258,0.888672,982.0605,0.59,1.82625,-0.52625,14,-53,-47,46.11111,True,49,3,37.24856567,-80.4174765,12,0.82,,,,225816,335,3
2,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559287.7481153,420531953000000,420531953000000,420532500000000,420532226500000,547.0,517.257,517.257,420532.5,420532.5,,420014.9695,False,3,0,0,0,False,0,1007,3,517257,517258,517257,0,0,0,-7,11.53685,0.325372,0.195055,-104.1499,-7.236328,3.330078,979.1309,-0.2225,0.63875,-0.83875,13,-54,-48,46.11111,True,106,3,37.24856567,-80.4174765,12,0.82,,,,226111,336,4
3,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559288.426947,420532625000000,420532625000000,420533312000000,420532968500000,687.0,517.954,517.954,420533.312,420533.312,,420014.99199999997,False,4,0,0,0,False,0,1007,4,517954,517956,517954,0,0,0,-7,11.53685,0.194584,0.525365,-104.1645,-8.701172,1.376953,981.5723,-0.285,0.57625,-0.27625,14,-55,-46,46.11111,True,66,3,37.24856567,-80.41747617,12,0.82,,,,226571,338,5
4,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559289.734773,420533937000000,420533937000000,420534656000000,420534296500000,719.0,519.24,519.24,420534.656,420534.656,,420015.0145,True,5,0,0,0,False,0,1007,5,519240,519241,519240,0,0,0,-7,11.53685,0.146874,0.97536,-104.1159,-7.236328,1.376953,979.6191,-0.7225,14.32625,-0.46375,14,-56,-49,46.11111,True,368,3,37.24856583,-80.41747583,12,0.82,,,,227394,340,5
5,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559290.7535439,420534953000000,420534953000000,420535500000000,420535226500000,547.0,520.276,520.276,420535.5,420535.5,,420014.99199999997,True,6,0,0,0,False,0,1007,6,520276,520278,520276,0,0,0,-7,11.53685,0.179201,0.62434,-104.0886,-6.259766,0.400391,982.5488,-0.41,2.63875,-0.46375,14,-53,-46,46.11111,True,235,3,37.248566,-80.41747533,12,0.82,,,,227971,342,6
6,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559291.6817603,420535890000000,420535890000000,420536500000000,420536195000000,610.0,521.188,521.188,420536.5,420536.5,,420015.007,True,7,0,0,0,False,0,1007,7,521188,521189,521188,0,0,0,-7,11.53685,0.225259,0.179588,-103.4592,-7.724609,1.865234,981.084,-0.785,0.82625,-0.33875,12,-53,-47,46.11111,True,236,3,37.248566,-80.417475,12,0.82,,,,228548,344,7
7,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559292.6780503,420536875000000,420536875000000,420537625000000,420537250000000,750.0,522.186,522.186,420537.625,420537.625,,420015.01075,True,8,0,0,0,False,0,1007,8,522186,522187,522186,-0.021182983,-0.021165104,2,-4,11.53685,0.094666,-0.751698,-103.1305,35.24414,1.865234,978.6426,-0.785,-3.11125,-0.96375,12,-56,-49,46.11111,True,319,3,37.24856617,-80.4174745,12,0.82,,,,229254,346,7
8,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559293.729988,420537937000000,420537937000000,420538640000000,420538288500000,703.0,523.243,523.243,420538.64,420538.64,,420015.0145,True,9,0,0,0,False,0,1007,9,523243,523244,523243,-0.107473375,-0.107473375,252,346,11.4926,0.35578,-0.656706,-103.1758,40.12695,-16.68945,755.9863,-0.4725,-0.73625,5.22375,12,-55,-49,46.11111,True,257,3,37.24856633,-80.41747417,12,0.82,,,,229831,348,8
9,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559294.7519512,420538953000000,420538953000000,420539671000000,420539312000000,718.0,524.259,524.259,420539.671,420539.671,,420015.03,True,10,0,0,0,False,0,1007,10,524259,524260,524259,-0.12896805,-0.150462725,1070,1198,11.4926,0.130118,0.429197,-105.2284,-87.80273,3.330078,1123.174,-0.5975,8.32625,2.97375,12,-48,-47,46.11111,True,213,3,37.24856617,-80.4174745,12,0.82,,,,230408,350,9
10,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559295.5102725,420539718000000,420539718000000,420540390000000,420540054000000,672.0,525.015,525.015,420540.39,420540.39,,420015.039,True,11,0,0,0,False,0,1007,11,525015,525017,525015,-0.128949629,-0.150484223,1769,1899,11.4926,-0.918831,-1.581161,-101.2109,24.01367,-56.24023,966.9238,6.59,-9.79875,-2.27625,8,-60,-48,46.11111,True,84,3,37.248566,-80.41747533,12,0.82,,,,230797,352,10
11,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559296.6975186,420540906000000,420540906000000,420541609000000,420541257500000,703.0,526.209,526.209,420541.609,420541.609,,420015.04225,True,12,0,0,0,False,0,1007,12,526209,526210,526209,-0.12896805,-0.12896805,2892,3009,11.4926,0.368668,-0.697395,-102.6207,13.75977,5.283203,923.4668,2.6525,-11.11125,-2.83875,12,-51,-49,46.11111,True,334,3,37.24856583,-80.4174765,12,0.82,,,,231562,354,10
12,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559297.725198,420541921000000,420541921000000,420542640000000,420542280500000,719.0,527.254,527.254,420542.64,420542.64,,420015.039,True,13,0,0,0,False,0,1007,13,527254,527255,527254,-0.084720003,-0.105855301,3851,3964,11.4926,-0.323043,1.43781,-103.2336,-15.53711,-0.087891,991.8262,-2.285,-2.73625,-2.15125,13,-53,-49,46.11111,True,242,3,37.2485655,-80.41747767,12,0.82,,,,232141,356,11
13,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559298.479991,420542687000000,420542687000000,420543359000000,420543023000000,672.0,527.99,527.99,420543.359,420543.359,,420015.03599999996,True,14,0,0,0,False,0,1007,14,527990,527992,527990,-0.04298935,-0.04302623,4159,4300,11.4926,0.177647,0.083299,-102.5608,-17.00195,1.376953,961.0645,0.465,-3.42375,-0.77625,14,-55,-47,46.11111,True,99,3,37.24856517,-80.41747883,12,0.82,,,,232506,358,12
14,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559299.7723858,420543968000000,420543968000000,420544687000000,420544327500000,719.0,529.295,529.295,420544.687,420544.687,,420015.033,True,15,0,0,0,False,0,1007,15,529295,529296,529295,0.023017091,-0.069093552,4160,4690,11.4926,1.14603,-1.41892,-116.4725,-39.95117,14.56055,976.6895,-2.4725,5.45125,-21.52625,20,-49,-44,46.11111,True,419,3,37.24856517,-80.417479,12,0.82,,,,233299,360,12
15,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559300.679179,420544875000000,420544875000000,420545609000000,420545242000000,734.0,530.203,530.203,420545.609,420545.609,,420015.03599999996,True,16,0,0,0,False,0,1007,16,530203,530204,530203,0.042229224,-0.063308299,4005,5110,11.4926,2.12485,-2.454254,-130.6958,33.29102,-66.00586,942.998,-2.3475,-4.92375,-28.65125,29,-47,-45,46.11111,True,108,3,37.248565,-80.41747917,12,0.82,,,,233749,362,13
16,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559301.7153661,420545921000000,420545921000000,420546640000000,420546280500000,719.0,531.225,531.225,420546.64,420546.64,,420015.039,True,17,0,0,0,False,0,1007,17,531225,531226,531225,0,0,3841,5357,11.4926,1.579478,-1.379822,-129.4003,21.57227,7.724609,971.8066,0.465,2.01375,-0.40125,31,-44,-49,46.11111,True,221,3,37.24856517,-80.41747967,12,0.78,,,,234335,364,14
17,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559302.7408943,420546937000000,420546937000000,420547656000000,420547296500000,719.0,532.263,532.263,420547.656,420547.656,,420015.03625,True,18,0,0,0,False,0,1007,18,532263,532264,532263,0,0,3841,5357,11.4926,1.212446,-1.071907,-127.2409,11.31836,12.11914,981.084,0.0275,-0.04875,-0.08875,32,-45,-48,46.11111,True,235,3,37.24856517,-80.41747983,12,0.78,,,,234921,366,15
18,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559303.4970276,420547703000000,420547703000000,420548359000000,420548031000000,656.0,533.004,533.004,420548.359,420548.359,,420015.0335,True,19,0,0,0,False,0,1007,19,533004,533006,533004,0,0,3841,5357,11.4926,1.00606,-0.630685,-126.7099,6.923828,12.60742,982.0605,-0.285,-1.04875,-0.65125,32,-43,-49,46.11111,True,59,3,37.24856533,-80.41747967,12,0.78,,,,235298,368,16
19,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559304.7903578,420548984000000,420548984000000,420549703000000,420549343500000,719.0,534.295,534.295,420549.703,420549.703,,420015.03625,True,20,0,0,0,False,0,1007,20,534295,534296,534295,0,-0.042952534,3842,5374,11.52901,1.013275,-0.095971,-129.2832,-46.29883,60.94727,987.9199,2.09,1.70125,-13.27625,35,-47,-45,46.11111,True,394,3,37.24856567,-80.41747967,12,0.78,,,,236093,370,16
20,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559305.7098773,420549906000000,420549906000000,420550625000000,420550265500000,719.0,535.217,535.217,420550.625,420550.625,,420015.039,True,21,0,0,0,False,0,1007,21,535217,535218,535217,-0.086027859,-0.129226503,3943,5887,11.52901,1.972152,-4.37912,-135.3154,4.970703,58.01758,1006.963,0.2775,-10.23625,-10.52625,35,-39,-45,46.11111,True,123,3,37.24856583,-80.41747967,12,0.78,,,,236550,372,17
21,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559306.732606,420550937000000,420550937000000,420551656000000,420551296500000,719.0,536.248,536.248,420551.656,420551.656,,420015.039,True,22,0,0,0,False,0,1007,22,536248,536250,536248,-0.150462725,-0.150462725,4621,6848,11.52901,1.133546,-3.289623,-138.4749,59.16992,-53.79883,895.6348,-0.41,-16.67375,-9.21375,34,-34,-49,46.11111,True,229,3,37.2485665,-80.41747983,12,0.78,,,,237136,374,18
22,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559307.5002553,420551703000000,420551703000000,420552359000000,420552031000000,656.0,537.008,537.008,420552.359,420552.375,,420015.039,True,23,0,0,0,False,0,1007,23,537008,537010,537008,-0.12896805,-0.150462725,5268,7577,11.52901,3.274103,-1.41616,-139.6713,-56.06445,178.623,1341.924,0.59,2.38875,-2.83875,32,-31,-45,46.11111,True,129,3,37.2485675,-80.4174805,12,0.78,,,,237518,376,19
23,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559308.7844055,420552984000000,420552984000000,420553703000000,420553343500000,719.0,538.311,538.311,420553.703,420553.703,,420015.03625,True,24,0,0,0,False,0,1007,24,538311,538312,538311,-0.150462725,-0.12896805,6435,8802,11.52901,1.041813,0.49582,-144.0731,-19.44336,128.8184,1042.607,-9.0975,2.26375,-11.90125,38,-27,-48,46.11111,True,426,3,37.24856867,-80.41748117,12,0.78,,,,238308,378,19
24,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559309.7042224,420553906000000,420553906000000,420554687000000,420554296500000,781.0,539.221,539.221,420554.687,420554.687,,420015.039,True,25,0,0,0,False,0,1007,25,539221,539222,539221,-0.0859787,-0.107473375,7277,9635,11.52901,1.785734,2.424514,-140.1799,-133.7012,48.25195,1029.424,0.0275,-11.42375,-2.08875,35,-33,-46,46.11111,True,111,3,37.24857017,-80.41748267,12,0.78,,,,238767,380,20
25,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559310.7073522,420554906000000,420554906000000,420555640000000,420555273000000,734.0,540.219,540.219,420555.64,420555.64,,420015.03900000005,True,25,0,0,0,False,0,1007,26,540219,540220,540219,0,0,7646,10016,11.52901,1.179179,2.292749,-139.0641,-92.19727,5.283203,998.1738,0.965,2.51375,-1.21375,34,-30,-46,46.66667,True,196,3,37.248571,-80.417484,12,0.78,,,,239355,382,21
26,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559311.7470095,420555953000000,420555953000000,420556671000000,420556312000000,718.0,541.315,541.315,420556.671,420556.671,,420015.039,True,25,0,0,0,False,0,1007,27,541315,541316,541315,0,-0.046281982,7646,10049,11.52901,0.714691,-1.791825,-142.2189,34.26758,-31.82617,971.8066,-0.4725,-0.73625,-11.27625,36,-34,-46,46.11111,True,294,3,37.24857267,-80.41748467,12,0.78,,,,239912,384,22
27,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559312.6732154,420556875000000,420556875000000,420557593000000,420557234000000,718.0,542.181,542.181,420557.593,420557.593,,420015.03900000005,True,25,0,0,0,False,0,1007,28,542181,542182,542181,0.021153202,-0.063423939,7632,10307,11.52901,0.029976,-0.683006,-150.6761,52.33398,-76.74805,909.7949,0.715,7.07625,-20.58875,35,-24,-41,46.11111,True,72,3,37.2485735,-80.41748533,12,0.78,,,,240340,386,23
28,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559313.6973584,420557906000000,420557906000000,420558562000000,420558234000000,656.0,543.216,543.216,420558.562,420558.562,,420015.03900000005,True,25,0,0,0,False,0,1007,29,543216,543217,543216,0.021494675,-0.04298935,7369,10866,11.52901,4.790304,1.781622,-167.659,-47.27539,4.794922,981.084,0.59,3.45125,-26.71375,31,-18,-44,46.11111,True,236,3,37.2485745,-80.41748533,12,0.78,,,,240897,388,24
29,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559314.6956854,420558890000000,420558890000000,420559562000000,420559226000000,672.0,544.213,544.213,420559.562,420559.562,,420015.039,True,25,0,0,0,False,0,1007,30,544213,544215,544213,0.022835442,-0.022863201,7222,11094,11.50093,4.116077,0.184541,-169.7792,-16.02539,-3.505859,975.7129,0.7775,-3.04875,-11.65125,24,-11,-44,46.11111,True,179,3,37.24857483,-80.4174855,12,0.78,,,,241454,390,25
30,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559315.7457802,420559953000000,420559953000000,420560656000000,420560304500000,703.0,545.261,545.261,420560.656,420560.656,,420015.03900000005,True,25,0,0,0,False,0,1007,31,545261,545262,545261,0,0,7189,11099,11.50093,2.901343,-0.029095,-163.7699,-26.2793,5.283203,990.8496,-0.41,-0.29875,-0.27625,21,-11,-46,46.11111,True,246,3,37.24857533,-80.417486,12,0.78,,,,242009,392,26
31,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559316.512518,420560718000000,420560718000000,420561390000000,420561054000000,672.0,546.041,546.041,420561.39,420561.39,,420015.03900000005,True,25,0,0,0,False,0,1007,32,546041,546043,546041,0,-0.02036307,7190,11112,11.50093,3.1117,-2.141053,-161.7389,20.5957,6.748047,971.8066,0.59,3.76375,-14.77625,23,-15,-47,46.66667,True,107,3,37.24857517,-80.4174865,12,0.78,,,,242422,394,27
32,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559317.7125237,420561906000000,420561906000000,420562609000000,420562257500000,703.0,547.213,547.213,420562.609,420562.609,,420015.03900000005,True,25,0,0,0,False,0,1007,33,547213,547215,547213,-0.0859787,-0.107473375,7396,11794,11.50093,4.473142,-3.461328,-166.1093,32.31445,34.58008,962.5293,-4.8475,6.26375,-16.27625,13,-13,-49,46.11111,True,361,3,37.24857483,-80.41748667,12,0.82,,,,243109,396,27
33,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559318.6687799,420562875000000,420562875000000,420563531000000,420563203000000,656.0,548.185,548.185,420563.531,420563.531,,420015.039,True,25,0,0,0,False,0,1007,34,548185,548187,548185,-0.107473375,-0.12896805,8026,12608,11.50093,3.702199,1.779214,-166.888,-54.59961,-80.16602,1111.455,2.7775,-10.92375,-5.58875,9,-8,-48,46.11111,True,170,3,37.24857467,-80.41748617,12,0.82,,,,243656,398,28
34,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559319.6441476,420563843000000,420563843000000,420564656000000,420564249500000,813.0,549.22,549.22,420564.656,420564.656,,420015.0335,True,25,0,0,0,False,0,1007,35,549220,549222,549220,-0.138931417,-0.138931417,8899,13601,11.50093,5.421926,-4.072897,-159.3917,21.57227,-20.10742,885.3809,-3.8475,-5.23625,4.03625,7,-17,-48,46.11111,True,233,3,37.2485755,-80.41748533,12,0.82,,,,244205,400,29
35,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559320.6780283,420564875000000,420564875000000,420565562000000,420565218500000,687.0,550.184,550.184,420565.562,420565.562,,420015.0335,True,25,0,0,0,False,0,1007,36,550184,550185,550184,-0.126758825,-0.147843778,9806,14556,11.50093,7.755885,-1.871363,-156.1556,-35.55664,-0.576172,1013.799,3.2775,1.70125,-2.33875,12,-22,-46,46.11111,True,161,3,37.248576,-80.41748467,12,0.78,,,,244758,402,30
36,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559321.6382895,420565843000000,420565843000000,420566593000000,420566218000000,750.0,551.159,551.159,420566.593,420566.593,,420015.0335,True,25,0,0,0,False,0,1007,37,551159,551161,551159,-0.107473375,-0.12896805,10702,15473,11.50093,3.013184,-0.015692,-156.0041,-13.0957,-43.05664,836.0645,10.0275,12.13875,-0.46375,10,-12,-47,46.66667,True,175,3,37.24857667,-80.4174835,12,0.78,,,,245311,404,31
37,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559322.6131356,420566812000000,420566812000000,420567531000000,420567171500000,719.0,552.124,552.124,420567.531,420567.531,,420015.0345,True,25,0,0,0,False,0,1007,38,552124,552125,552124,0,-0.042152325,11026,15820,11.50093,3.476,-0.734319,-155.2325,-71.68945,-40.12695,987.9199,0.215,-1.61125,-11.46375,11,-14,-47,46.11111,True,165,3,37.24857683,-80.4174825,12,0.78,,,,245864,406,32
38,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559323.3779945,420567578000000,420567578000000,420568265000000,420567921500000,687.0,552.918,552.918,420568.265,420568.265,,420015.0345,True,25,0,0,0,False,0,1007,39,552918,552919,552918,0,-0.066507761,11018,16064,11.50093,5.964734,-2.622905,-164.4479,-15.53711,-9.853516,941.0449,-1.0975,-2.23625,-26.71375,7,-16,-48,46.11111,True,119,3,37.24857733,-80.417482,12,0.78,,,,246290,408,33
39,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559324.6458638,420568843000000,420568843000000,420569562000000,420569202500000,719.0,554.162,554.162,420569.562,420569.562,,420015.03900000005,True,25,0,0,0,False,0,1007,40,554162,554163,554162,0.021099807,-0.042175957,10809,16637,11.51685,11.97975,-8.071797,-168.718,10.83008,29.69727,945.9277,-0.8475,-3.04875,-23.33875,-1,-23,-46,46.11111,True,319,3,37.24857767,-80.41748167,12,0.78,,,,247101,410,33
