context,condition_bin,component,units,full_sequence_level_p95,loo_min_p95,loo_max_p95,loo_max_abs_delta,loo_most_influential_sequence,without_parking01_02_p95,parking01_02_influence_delta,parking01_02_max_sequence_p95,mean_seed_sd_of_sequence_p95,n_sequences,support_label
wheel_imu_disagreement,high,Iomega_abs_deg,deg,30.89410212721349,27.440563218967245,30.965387119516215,3.4535389082462444,street00,28.700943618017213,2.1931585091962766,30.109967211883504,7.1587673120894575,10,descriptive_broad_support
wheel_imu_disagreement,low,Domega_radps,rad/s,0.04914019731571896,0.04336240025547645,0.049600742092976956,0.0057777970602425135,building00,0.05006128687023494,-0.0009210895545159817,0.031448070301363845,0.000696645196647009,10,descriptive_broad_support
wheel_imu_disagreement,low,Dp_m,m,15.70626618873114,6.476483795047486,16.43228711224416,9.229782393683655,parking02,4.248915353449146,11.457350835281995,22.24045450034824,1.2879932782226526,10,descriptive_broad_support
wheel_imu_disagreement,low,Dtheta_deg,deg,20.50180235591093,5.998371043117917,21.617676272852535,14.503431312793012,parking02,2.640342259894711,17.861460096016216,30.544667608385264,1.8378402055272987,10,descriptive_broad_support
wheel_imu_disagreement,low,Dv_mps,m/s,0.08245321377267815,0.07461321234703051,0.08310481881761601,0.007840001425647641,building00,0.08375642386255386,-0.0013032100898757032,0.056445426579254276,0.0010714158420822562,10,descriptive_broad_support
wheel_imu_disagreement,low,Iomega_abs_deg,deg,31.99566963629781,27.724553467326874,32.135744608566604,4.271116168970934,street00,29.886814541072983,2.1088550952248255,30.454844941341065,7.572259421021751,10,descriptive_broad_support
wheel_imu_disagreement,medium,Domega_radps,rad/s,0.07654002201122524,0.06571625660484028,0.07712786603098096,0.010823765406384966,street02,0.07771571005073667,-0.00117568803951143,0.03923380095511675,0.0005115421397982039,10,descriptive_broad_support
wheel_imu_disagreement,medium,Dp_m,m,15.66393618343499,6.593694096340375,16.377317525873515,9.070242087094615,parking02,4.34496043528501,11.31897574814998,22.084368265381645,1.2947346931654475,10,descriptive_broad_support
wheel_imu_disagreement,medium,Dtheta_deg,deg,20.39469268566926,6.028421853575387,21.51108232657474,14.366270832093871,parking02,2.7585804107748446,17.636112274894415,30.44219945381847,1.7956434087761757,10,descriptive_broad_support
wheel_imu_disagreement,medium,Dv_mps,m/s,0.09428832138316151,0.08666511924394084,0.09486733837790466,0.007623202139220672,building00,0.09544635537264781,-0.0011580339894863012,0.059537484931449086,0.0008372711905140379,10,descriptive_broad_support
wheel_imu_disagreement,medium,Iomega_abs_deg,deg,31.28079458764893,27.629175410362336,31.363083569803965,3.6516191772865945,street00,29.042237225075443,2.238557362573488,30.375615783943545,7.18482336113785,10,descriptive_broad_support
