sample_idx,t_cycle_start_ns,t_edge_rx_ns,t_wall_unix_s,cycle_ok,error,imu_http_latency_ms,base_http_latency_ms,gps_http_latency_ms,imu_T,imu_r,imu_p,imu_y,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_mx,imu_my,imu_mz,imu_temp,base_T,base_L,base_R,base_r,base_p,base_y,base_temp,base_v,gps_T,gps_valid,gps_age_ms,gps_lat,gps_lon,gps_sat,gps_hdop,gps_alt_m,gps_speed_mps,gps_course_deg,gps_chars,gps_sentences,gps_failed_checksums
10,422736859000000,422737265000000,1783523472.6475072,True,,141.0,15.0,250.0,1002,0.093028,-0.015449,-120.4557,5.439453,0.117188,978.3887,0.12,2.47625,-0.14125,26,-45,-47,40,1001,0,0,0.097521,-0.030305,-120.4675,40,12.37318,1006,False,4294967295,,,0,99.99,-1,-1,-1,9331,0,1
11,422739265000000,422739718000000,1783523475.0652945,True,,141.0,31.0,281.0,1002,0.136139,0.087241,-120.4738,1.044922,1.582031,980.8301,0.1825,0.41375,-0.20375,27,-46,-47,40.55556,1001,0,0,0.0527,0.272949,-120.5711,40.55556,12.37318,1006,False,4294967295,,,0,99.99,-1,-1,-1,10061,0,1
12,422741718000000,422742171000000,1783523477.5123131,True,,141.0,31.0,281.0,1002,0.170148,-0.233336,-120.192,2.021484,1.09375,980.3418,0.62,-0.96125,-0.26625,27,-48,-46,40.55556,1001,0,0,0.003593,0.793938,-120.4959,40.55556,12.3731,1006,False,4294967295,,,0,99.99,-1,-1,-1,10633,0,1
13,422744171000000,422744609000000,1783523479.9674213,True,,157.0,140.0,141.0,1002,0.1196,-0.310291,-119.7986,1.044922,-0.859375,979.8535,0.5575,-2.33625,0.10875,25,-45,-47,41.11111,1001,0,0,0.051013,-0.179828,-119.929,41.11111,12.3731,1006,False,4294967295,,,0,99.99,-1,-1,-1,11491,0,1
14,422746609000000,422747046000000,1783523482.4011087,True,,156.0,31.0,250.0,1002,0.179081,-0.408279,-120.2397,2.509766,-1.347656,979.8535,-0.005,0.66375,-0.14125,26,-47,-45,41.11111,1001,0,0,0.204113,-0.235417,-119.8844,41.11111,12.3731,1006,False,4294967295,,,0,99.99,-1,-1,-1,12063,0,1
15,422749062000000,422749546000000,1783523484.8599093,True,,156.0,47.0,281.0,1002,0.042836,-0.088976,-120.6004,1.533203,2.070313,980.3418,-0.1925,0.97625,0.35875,27,-45,-47,41.11111,1001,0,0,-0.082582,-0.016833,-121.7227,41.66667,12.3731,1006,False,4294967295,,,0,99.99,-1,-1,-1,12921,0,1
16,422751546000000,422751968000000,1783523487.3368533,True,,141.0,31.0,250.0,1002,0.02966,0.068201,-120.8941,0.556641,0.605469,979.8535,0.495,0.03875,0.10875,27,-43,-47,41.66667,1001,0,0,0.178574,-0.267976,-120.613,41.66667,12.36481,1006,False,4294967295,,,0,99.99,-1,-1,-1,13493,0,1
17,422753984000000,422754406000000,1783523489.7721367,True,,141.0,125.0,156.0,1002,0.085796,-0.122825,-120.8313,1.044922,-0.859375,981.3184,0.12,-0.52375,-0.07875,27,-46,-45,42.77778,1001,0,0,0.175357,-0.11698,-120.6798,41.66667,12.36481,1006,False,4294967295,,,0,99.99,-1,-1,-1,14351,0,1
18,422756406000000,422756875000000,1783523492.2025712,True,,140.0,47.0,282.0,1002,0.18217,-0.13031,-120.5477,1.044922,1.09375,981.3184,-0.3175,-0.21125,0.10875,26,-46,-46,41.66667,1001,0,0,0.146513,-0.786076,-120.3884,41.66667,12.36481,1006,False,4294967295,,,0,99.99,-1,-1,-1,14923,0,1
19,422758875000000,422759328000000,1783523494.6668346,True,,140.0,141.0,172.0,1002,0.102065,0.106514,-120.4625,1.044922,0.605469,980.3418,0.495,0.91375,0.29625,26,-45,-48,42.22222,1001,0,0,0.151687,0.002872,-120.4035,42.22222,12.36481,1006,False,4294967295,,,0,99.99,-1,-1,-1,15758,0,1
20,422761328000000,422761765000000,1783523497.1243808,True,,125.0,31.0,281.0,1002,-0.037206,-0.061472,-121.1466,0.556641,-0.371094,981.3184,-0.0675,-1.14875,0.35875,27,-44,-46,42.22222,1001,0,0,0.039371,-0.085716,-121.0773,42.22222,12.3651,1006,False,4294967295,,,0,99.99,-1,-1,-1,16353,0,1
21,422763781000000,422764218000000,1783523499.5663128,True,,125.0,156.0,156.0,1002,-0.004993,0.124605,-121.0299,0.556641,-0.371094,979.3652,0.0575,-0.33625,-0.14125,27,-45,-47,42.22222,1001,0,0,0.040957,-0.083219,-120.951,42.22222,12.3651,1006,False,4294967295,,,3,99.99,-1,-1,-1,17519,0,1
22,422766218000000,422766671000000,1783523502.012574,True,,157.0,125.0,171.0,1002,0.082864,0.006193,-120.3269,2.021484,0.605469,980.3418,-0.505,-0.08625,-0.01625,26,-45,-46,42.77778,1001,0,0,-0.015337,0.213044,-120.6519,42.22222,12.3651,1006,False,4294967295,,,3,99.99,-1,-1,-1,18109,0,1
23,422768671000000,422769093000000,1783523504.4585023,True,,125.0,32.0,265.0,1002,0.260945,-0.292532,-121.2196,1.533203,-0.371094,980.8301,0.12,0.78875,0.35875,26,-46,-46,42.77778,1001,0,0,0.22466,-0.129968,-121.1972,42.77778,12.3651,1006,False,4294967295,,,3,99.99,-1,-1,-1,18761,0,1
24,422771109000000,422771531000000,1783523506.9031942,True,,141.0,125.0,156.0,1002,-0.070584,-0.053894,-121.5711,2.509766,0.605469,979.8535,-0.6925,-0.46125,-0.14125,27,-43,-46,42.22222,1001,0,0,0.116697,-0.122911,-121.3686,42.77778,12.35734,1006,False,4294967295,,,3,99.99,-1,-1,-1,19579,0,1
25,422773546000000,422773968000000,1783523509.3329933,True,,125.0,32.0,265.0,1002,0.134088,-0.270039,-121.2313,2.998047,-0.371094,978.877,-0.255,-0.52375,0.04625,27,-45,-47,43.33333,1001,0,0,0.098476,-0.090426,-121.2935,43.33333,12.35734,1006,False,4294967295,,,3,99.99,-1,-1,-1,20167,0,1
26,422775984000000,422776406000000,1783523511.7727036,True,,125.0,156.0,141.0,1002,0.031607,-0.10211,-120.3159,3.974609,1.09375,981.8066,0.0575,-2.02375,-0.14125,27,-46,-47,43.33333,1001,0,0,-0.050706,-0.104717,-120.4846,42.77778,12.35734,1006,False,4294967295,,,3,99.99,-1,-1,-1,21049,0,1
27,422778421000000,422778843000000,1783523514.2071724,True,,141.0,141.0,140.0,1002,-0.007751,-0.021588,-121.5005,1.533203,-0.859375,982.2949,-0.005,0.41375,-0.20375,27,-44,-47,43.33333,1001,0,0,0.048444,-0.182806,-121.4381,42.77778,12.35734,1006,False,4294967295,,,3,99.99,-1,-1,-1,21653,0,1
28,422780843000000,422781281000000,1783523516.6371865,True,,141.0,141.0,156.0,1002,0.092565,-0.315558,-121.0756,2.998047,0.605469,981.8066,0.4325,1.28875,-0.32875,27,-47,-45,43.33333,1001,0,0,0.033696,-0.262479,-121.1335,43.33333,12.3771,1006,False,4294967295,,,3,99.99,-1,-1,-1,22559,0,1
29,422783281000000,422783718000000,1783523519.0742884,True,,140.0,32.0,265.0,1002,0.139437,-0.276896,-121.1376,1.533203,1.09375,978.877,0.495,0.10125,0.04625,27,-46,-48,43.33333,1001,0,0,0.151932,-0.292996,-121.0527,43.33333,12.3771,1006,False,4294967295,,,3,99.99,-1,-1,-1,23163,0,1
30,422785734000000,422786187000000,1783523521.5198202,True,,141.0,31.0,281.0,1002,0.104003,0.340244,-120.206,2.998047,0.605469,982.2949,0.37,1.78875,0.23375,27,-46,-47,43.33333,1001,0,0,-0.248978,0.274672,-120.7563,43.88889,12.3771,1006,False,4294967295,,,3,99.99,-1,-1,-1,23897,0,1
31,422788187000000,422788625000000,1783523523.9806914,True,,141.0,47.0,250.0,1002,0.059299,-0.167231,-121.0855,0.556641,-2.324219,978.3887,-0.38,-1.64875,0.42125,28,-46,-46,43.88889,1001,0,0,0.083917,-0.115144,-121.0973,43.88889,12.3771,1006,False,4294967295,,,3,99.99,-1,-1,-1,24673,0,1
32,422790625000000,422791093000000,1783523526.4234445,True,,140.0,47.0,281.0,1002,0.117472,-0.193534,-120.9625,1.044922,-1.835938,981.3184,-0.1925,0.72625,0.48375,26,-45,-48,43.88889,1001,0,0,0.053614,0.012802,-120.9922,43.88889,12.36518,1006,False,4294967295,,,3,99.99,-1,-1,-1,25331,0,1
33,422793093000000,422793531000000,1783523528.8870718,True,,157.0,31.0,250.0,1002,0.063157,-0.027248,-121.2161,2.021484,2.070313,978.877,0.245,1.28875,-0.20375,27,-45,-46,43.88889,1001,0,0,0.139586,-0.272092,-121.0117,43.88889,12.36518,1006,False,4294967295,,,3,99.99,-1,-1,-1,26183,0,1
34,422795546000000,422795968000000,1783523531.3369954,True,,141.0,141.0,140.0,1002,-0.012339,-0.24872,-121.6232,3.486328,-0.371094,980.8301,-0.0675,-1.27375,-0.14125,29,-45,-46,43.88889,1001,0,0,-0.064553,-0.127084,-121.6802,43.88889,12.36518,1006,False,4294967295,,,3,99.99,-1,-1,-1,26846,0,1
35,422797984000000,422798437000000,1783523533.7716296,True,,156.0,125.0,172.0,1002,0.06245,-0.252104,-121.1004,2.021484,-0.859375,979.8535,-0.255,-0.58625,0.10875,27,-45,-47,43.88889,1001,0,0,0.04195,-0.215012,-120.4049,43.88889,12.36518,1006,False,4294967295,,,3,99.99,-1,-1,-1,27693,0,1
36,422800437000000,422800875000000,1783523536.2307608,True,,141.0,140.0,157.0,1002,0.0705,-0.257439,-120.9193,0.556641,-0.859375,981.3184,-0.13,-0.39875,0.17125,27,-45,-47,43.88889,1001,0,0,-0.152366,0.01569,-121.3538,43.88889,12.36518,1006,False,4294967295,,,3,99.99,-1,-1,-1,28297,0,1
37,422802875000000,422803359000000,1783523538.6652403,True,,156.0,31.0,297.0,1002,0.238739,-0.094904,-120.7461,1.533203,-0.371094,980.3418,0.245,0.72625,0.23375,26,-46,-48,44.44444,1001,0,0,0.111671,-0.128093,-120.7882,44.44444,12.37693,1006,False,4294967295,,,3,99.99,-1,-1,-1,29203,0,1
38,422805359000000,422805828000000,1783523541.1547647,True,,141.0,78.0,250.0,1002,0.003595,-0.050339,-121.3636,2.998047,-0.371094,980.3418,0.37,-1.89875,0.42125,29,-47,-47,44.44444,1001,0,0,0.015152,-0.072173,-121.6071,44.44444,12.37693,1006,False,4294967295,,,3,99.99,-1,-1,-1,29807,0,1
39,422807843000000,422808296000000,1783523543.6380854,True,,157.0,31.0,265.0,1002,0.086048,-0.438738,-121.3742,4.951172,-1.835938,981.8066,0.0575,-1.52375,0.04625,26,-45,-48,43.88889,1001,0,0,0.046238,-0.09004,-122.3538,44.44444,12.37693,1006,False,4294967295,,,4,9.63,-1,-1,-1,30640,0,1
40,422810296000000,422810750000000,1783523546.092808,True,,141.0,47.0,266.0,1002,-0.06857,-0.080444,-121.2123,3.974609,-1.347656,979.8535,-0.4425,-1.14875,-0.20375,27,-43,-47,44.44444,1001,0,0,-0.036346,0.002778,-121.5292,44.44444,12.37693,1006,False,4294967295,,,4,9.63,-1,-1,-1,31566,0,1
41,422812750000000,422813203000000,1783523548.541578,True,,140.0,31.0,282.0,1002,-0.053311,-0.09141,-121.8936,1.533203,-3.300781,979.8535,-0.005,-0.33625,-0.07875,28,-45,-48,44.44444,1001,0,0,-0.07531,-0.146869,-121.3339,44.44444,12.36893,1006,False,4294967295,,,4,9.64,-1,-1,-1,32497,0,1
42,422815203000000,422815578000000,1783523550.9979105,True,,172.0,46.0,157.0,1002,-0.05255,-0.024501,-121.3882,3.974609,1.582031,982.7832,0.37,-1.71125,0.10875,28,-45,-47,44.44444,1001,0,0,0.121151,-0.242126,-121.0215,44.44444,12.36893,1006,False,4294967295,,,4,9.64,-1,-1,-1,33501,0,1
43,422817578000000,422818031000000,1783523553.3749511,True,,156.0,16.0,281.0,1002,-0.043012,-0.057129,-121.4258,3.974609,-1.835938,982.7832,-0.1925,-0.89875,-0.26625,28,-45,-46,45,1001,0,0,-0.066912,-0.094806,-121.4829,44.44444,12.36893,1006,False,4294967295,,,4,9.64,-1,-1,-1,34279,0,1
44,422820031000000,422820484000000,1783523555.8313239,True,,156.0,156.0,141.0,1002,-0.054838,-0.26534,-121.5549,1.533203,0.117188,981.3184,-0.6925,-1.46125,-0.01625,26,-45,-46,45,1001,0,0,-0.095042,0.043723,-121.8071,45,12.36893,1006,False,4294967295,,,4,9.64,-1,-1,-1,35446,0,1
45,422822500000000,422822937000000,1783523558.286379,True,,156.0,15.0,266.0,1002,0.026613,-0.160871,-121.5109,1.044922,-2.324219,982.7832,-0.005,-0.58625,-0.26625,27,-46,-47,44.44444,1001,0,0,0.109721,-0.177253,-121.3285,45,12.35693,1006,False,4294967295,,,4,9.64,-1,-1,-1,36224,0,1
46,422824937000000,422825281000000,1783523560.7340996,True,,141.0,31.0,172.0,1002,0.058101,-0.12904,-121.5052,2.021484,0.117188,980.3418,0.0575,0.72625,0.23375,28,-45,-47,45,1001,0,0,-0.050553,0.021836,-121.5948,45,12.35693,1006,False,4294967295,,,4,9.64,-1,-1,-1,37363,0,1
47,422827296000000,422827640000000,1783523563.083046,True,,141.0,47.0,156.0,1002,0.029589,-0.193523,-121.6394,4.462891,-0.859375,981.3184,-0.13,0.72625,0.48375,28,-46,-46,45,1001,0,0,0.060014,0.218879,-121.7779,45,12.35693,1006,False,4294967295,,,4,9.65,-1,-1,-1,38175,0,1
48,422829640000000,422830109000000,1783523565.4302213,True,,141.0,31.0,297.0,1002,-0.082209,-0.210806,-121.3326,2.021484,0.605469,979.8535,-0.9425,-1.77375,-0.20375,27,-45,-47,45.55556,1001,0,0,0.140456,-0.393181,-120.7632,45,12.35693,1006,False,4294967295,,,4,9.65,-1,-1,-1,39027,0,1
49,422832109000000,422832531000000,1783523567.9016788,True,,125.0,31.0,266.0,1002,-0.118991,0.521457,-121.423,3.486328,-0.859375,983.2715,0.0575,-0.58625,-0.07875,29,-45,-47,45,1001,0,0,0.101498,0.069949,-121.0379,45,12.36101,1006,False,4294967295,,,4,9.65,-1,-1,-1,40141,0,1
50,422834546000000,422835000000000,1783523570.3365889,True,,157.0,31.0,266.0,1002,-0.199787,0.296524,-122.2117,0.556641,-3.300781,979.8535,-0.255,-0.14875,-0.32875,30,-45,-46,45,1001,0,0,0.014683,0.058547,-122.038,45.55556,12.36101,1006,False,4294967295,,,4,9.65,-1,-1,-1,40945,0,1
51,422837015000000,422837453000000,1783523572.8100228,True,,141.0,140.0,157.0,1002,-0.050795,-0.057773,-121.882,4.462891,-0.859375,980.8301,-0.1925,0.22625,0.04625,28,-44,-46,45,1001,0,0,0.034079,-0.125002,-121.7458,45.55556,12.36101,1006,False,4294967295,,,4,9.65,-1,-1,-1,42151,0,1
52,422839453000000,422839906000000,1783523575.239792,True,,140.0,16.0,297.0,1002,-0.072612,-0.042827,-121.4779,3.486328,-2.8125,983.2715,-0.13,0.47625,-0.01625,27,-45,-48,45.55556,1001,0,0,0.122474,-0.430415,-121.3649,45.55556,12.36101,1006,False,4294967295,,,4,9.66,-1,-1,-1,42955,0,1
53,422841906000000,422842343000000,1783523577.6990504,True,,140.0,32.0,265.0,1002,-0.071658,-0.016772,-121.778,3.486328,-0.371094,984.7363,-0.13,-0.33625,0.17125,28,-44,-48,45.55556,1001,0,0,0.035722,-0.927395,-121.4514,45.55556,12.37722,1006,False,4294967295,,,4,9.66,-1,-1,-1,44087,0,1
54,422844359000000,422844812000000,1783523580.153123,True,,141.0,46.0,266.0,1002,-0.008114,-0.219484,-121.3431,3.974609,-1.347656,980.3418,-0.5675,-0.52375,-0.07875,27,-45,-46,45.55556,1001,0,0,-0.06129,-0.051823,-121.7009,45.55556,12.37722,1006,False,4294967295,,,4,9.66,-1,-1,-1,45031,0,1
55,422846828000000,422847265000000,1783523582.6160553,True,,140.0,141.0,156.0,1002,0.090616,-0.476918,-121.1377,1.533203,-2.8125,979.8535,0.12,-0.14875,-0.01625,28,-47,-46,45.55556,1001,0,0,0.090948,-0.308173,-121.1495,45.55556,12.37722,1006,False,4294967295,,,4,9.66,-1,-1,-1,46220,0,1
56,422849265000000,422849718000000,1783523585.059969,True,,156.0,141.0,156.0,1002,-0.153488,0.286666,-121.5051,1.533203,-1.347656,980.8301,-0.0675,-0.21125,-0.01625,29,-45,-48,45.55556,1001,0,0,-0.16413,0.083908,-121.597,45.55556,12.37722,1006,False,4294967295,,,4,9.66,-1,-1,-1,47161,0,1
57,422851718000000,422852156000000,1783523587.5183506,True,,141.0,31.0,266.0,1002,0.056415,-0.203146,-121.349,2.509766,-2.8125,979.8535,0.4325,-0.14875,0.17125,27,-44,-48,46.11111,1001,0,0,-0.13749,0.084051,-121.7477,45.55556,12.35297,1006,False,4294967295,,,4,9.67,-1,-1,-1,48119,0,1
58,422854156000000,422854609000000,1783523589.950495,True,,156.0,141.0,156.0,1002,-0.042173,-0.599377,-122.0214,1.044922,-1.835938,980.8301,-0.005,-0.33625,0.29625,27,-44,-48,45.55556,1001,0,0,-0.015276,-0.629219,-121.9592,46.11111,12.35297,1006,False,4294967295,,,4,9.67,-1,-1,-1,49291,0,1
59,422856609000000,422857062000000,1783523592.404799,True,,156.0,141.0,156.0,1002,-0.10551,0.641402,-121.9809,0.556641,-1.835938,981.3184,-0.005,15.53875,-0.14125,28,-45,-48,45.55556,1001,0,0,-0.033114,0.282112,-121.8956,46.11111,12.35297,1006,False,4294967295,,,4,9.67,-1,-1,-1,50278,0,1
60,422859062000000,422859500000000,1783523594.8523424,True,,141.0,31.0,266.0,1002,0.174772,-0.202467,-121.1995,2.021484,0.117188,980.3418,0.4325,3.03875,0.10875,26,-45,-48,46.11111,1001,0,0,0.091848,-0.643237,-121.1714,46.11111,12.35297,1006,False,4294967295,,,4,9.67,-1,-1,-1,51421,0,1
61,422861500000000,422861968000000,1783523597.2893422,True,,156.0,47.0,265.0,1002,0.180706,-0.289658,-121.4219,3.974609,2.558594,979.8535,0.1825,0.03875,0.35875,27,-46,-48,46.11111,1001,0,0,0.02266,-0.201773,-121.4813,46.11111,12.36893,1006,False,4294967295,,,4,9.67,-1,-1,-1,52273,0,1
62,422863984000000,422864437000000,1783523599.7724326,True,,156.0,31.0,266.0,1002,-0.011308,-0.207981,-121.5899,3.974609,-1.347656,980.8301,0.245,0.66375,-0.14125,28,-45,-47,46.11111,1001,0,0,0.192319,-1.149967,-121.1258,46.66667,12.36893,1006,False,4294967295,,,4,9.68,-1,-1,-1,53509,0,1
63,422866437000000,422866875000000,1783523602.2372007,True,,156.0,125.0,157.0,1002,0.031001,-0.329169,-121.6068,1.533203,-1.835938,977.9004,-0.9425,-2.21125,-0.07875,26,-44,-47,46.11111,1001,0,0,0.070125,-0.437817,-121.4861,46.11111,12.36893,1006,False,4294967295,,,4,9.68,-1,-1,-1,54403,0,1
64,422868875000000,422869328000000,1783523604.6694355,True,,125.0,31.0,297.0,1002,0.034662,0.004215,-121.3018,1.533203,-1.835938,981.8066,0.0575,1.35125,-0.14125,28,-43,-47,46.11111,1001,0,0,-0.021952,-0.075736,-121.4327,46.11111,12.36893,1006,False,4294967295,,,4,9.68,-1,-1,-1,55523,0,1
65,422871328000000,422871734000000,1783523607.1161761,True,,140.0,125.0,141.0,1002,0.067757,-0.050858,-121.4848,1.044922,-1.835938,979.8535,0.3075,1.60125,0.10875,27,-45,-48,46.11111,1001,0,0,0.166292,-0.154708,-121.2846,46.11111,12.37272,1006,False,4294967295,,,4,9.68,-1,-1,-1,56591,0,1
66,422873750000000,422874171000000,1783523609.5450242,True,,140.0,141.0,140.0,1002,-0.13733,0.049471,-121.9398,1.044922,-1.347656,984.7363,0.0575,0.22625,0.04625,28,-44,-47,46.11111,1001,0,0,-0.02992,-0.151833,-121.7732,46.11111,12.37272,1006,False,4294967295,,,4,9.69,-1,-1,-1,57740,0,1
67,422876171000000,422876609000000,1783523611.9663658,True,,141.0,156.0,141.0,1002,0.208689,-0.441139,-121.6231,3.974609,-0.371094,980.8301,0.245,1.47625,-0.07875,27,-45,-45,46.11111,1001,0,0,0.076823,-0.271816,-121.7946,46.11111,12.37272,1006,False,4294967295,,,4,9.69,-1,-1,-1,58899,0,1
68,422878609000000,422879078000000,1783523614.4084988,True,,141.0,46.0,282.0,1002,-0.043031,-0.070996,-121.7782,2.021484,-1.835938,982.7832,0.0575,1.60125,-0.01625,29,-44,-48,46.11111,1001,0,0,-0.021167,-0.226295,-121.7744,46.11111,12.37272,1006,False,4294967295,,,4,9.69,-1,-1,-1,59868,0,1
69,422881078000000,422881531000000,1783523616.8777697,True,,156.0,156.0,141.0,1002,0.042425,-0.269166,-121.2098,2.998047,-0.859375,978.3887,0.0575,-0.14875,0.17125,25,-43,-48,46.66667,1001,0,0,0.064013,-0.257152,-121.2151,46.66667,12.37347,1006,False,4294967295,,,4,9.69,-1,-1,-1,61229,0,1
70,422883546000000,422884000000000,1783523619.3350375,True,,141.0,31.0,282.0,1002,0.100702,-0.3935,-121.6612,2.509766,-0.859375,980.8301,-0.9425,-1.46125,-0.07875,27,-46,-48,46.66667,1001,0,0,0.065147,-1.583254,-121.725,46.66667,12.37347,1006,False,4294967295,,,5,8.28,-1,-1,-1,62163,0,1
71,422886000000000,422886562000000,1783523621.7903018,True,,218.0,32.0,312.0,1002,-0.002784,-0.042013,-120.5853,2.021484,-0.859375,980.3418,-0.005,-0.08625,0.10875,27,-46,-47,46.66667,1001,0,0,-0.11733,0.066977,-120.8098,46.66667,12.37347,1006,False,4294967295,,,5,8.29,-1,-1,-1,63590,0,1
72,422888578000000,422889046000000,1783523624.3639388,True,,156.0,31.0,281.0,1002,-0.019592,-0.313685,-121.4849,3.486328,1.582031,980.8301,0.245,-2.14875,0.29625,27,-44,-48,46.66667,1001,0,0,-0.017399,-0.08664,-121.5267,46.66667,12.37347,1006,False,4294967295,,,5,8.29,-1,-1,-1,64588,0,1
73,422891062000000,422891515000000,1783523626.8485436,True,,156.0,157.0,140.0,1002,-0.04557,-0.034723,-121.3806,2.021484,-2.324219,983.2715,-0.88,-1.14875,-0.01625,26,-45,-47,46.66667,1001,0,0,-0.154794,0.027363,-121.5841,46.66667,12.3731,1006,False,4294967295,,,5,8.3,-1,-1,-1,66065,0,1
74,422893515000000,422893937000000,1783523629.3046682,True,,125.0,31.0,266.0,1002,0.103801,0.41886,-121.7226,0.068359,0.117188,981.3184,-0.5675,4.28875,0.17125,28,-45,-49,47.22222,1001,0,0,-0.052762,0.05752,-121.8298,46.66667,12.3731,1006,False,4294967295,,,5,8.3,-1,-1,-1,67055,0,1
75,422895937000000,422896359000000,1783523631.7319467,True,,141.0,15.0,266.0,1002,-0.166674,0.012761,-121.6555,3.486328,0.117188,980.3418,0.1825,-0.96125,0.04625,28,-43,-47,46.66667,1001,0,0,-0.064362,-0.003239,-121.5814,46.66667,12.3731,1006,False,4294967295,,,5,8.31,-1,-1,-1,68358,0,1
76,422898375000000,422898796000000,1783523634.1609354,True,,125.0,141.0,140.0,1002,-0.186355,-0.181967,-121.9053,2.509766,-0.371094,978.3887,-0.255,-1.83625,-0.07875,30,-45,-47,46.66667,1001,0,0,-0.145876,-0.185804,-121.9009,46.66667,12.3731,1006,False,4294967295,,,5,8.31,-1,-1,-1,69530,0,1
77,422900796000000,422901265000000,1783523636.587492,True,,157.0,31.0,281.0,1002,-0.027884,-0.051686,-121.6452,4.462891,1.09375,981.3184,0.245,0.35125,0.10875,27,-46,-46,46.66667,1001,0,0,-0.03288,-0.141255,-121.6099,46.66667,12.3651,1006,False,4294967295,,,5,8.31,-1,-1,-1,70730,0,1
78,422903265000000,422903718000000,1783523639.057019,True,,141.0,31.0,281.0,1002,0.176206,-0.129029,-121.7574,2.998047,-0.859375,979.8535,-0.3175,-0.77375,0.04625,27,-44,-49,46.66667,1001,0,0,0.081504,-0.095672,-121.7577,46.66667,12.3651,1006,False,4294967295,,,5,8.32,-1,-1,-1,72005,0,1
