sample_idx,t_cycle_start_ns,t_edge_rx_ns,t_wall_unix_s,cycle_ok,error,imu_http_latency_ms,base_http_latency_ms,gps_http_latency_ms,imu_T,imu_r,imu_p,imu_y,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_mx,imu_my,imu_mz,imu_temp,base_T,base_L,base_R,base_r,base_p,base_y,base_temp,base_v,gps_T,gps_valid,gps_age_ms,gps_lat,gps_lon,gps_sat,gps_hdop,gps_alt_m,gps_speed_mps,gps_course_deg,gps_chars,gps_sentences,gps_failed_checksums
10,421562953000000,421563437000000,1783522298.7431884,True,,156.0,47.0,281.0,1002,0.167987,-0.212002,-125.1756,-2.167969,2.861328,980.2734,0.2,-0.82375,0.1975,31,-45,-51,44.44444,1001,0,0,0.162254,0.045259,-125.1855,44.44444,12.36905,1006,True,69,37.24892383,-80.418127,8,1.27,670.1,0.025722222,146.11,32506,96,1
11,421565437000000,421565921000000,1783522301.2307394,True,,156.0,47.0,281.0,1002,0.212436,-0.121835,-126.1424,-2.65625,0.419922,978.8086,-0.05,-1.01125,0.01,31,-44,-53,44.44444,1001,0,0,0.35591,-0.374374,-125.7222,45,12.36905,1006,True,670,37.24892667,-80.41813,8,1.27,670.4,0.036011111,146.11,34228,100,1
12,421567921000000,421568375000000,1783522303.7141216,True,,157.0,15.0,282.0,1002,0.119087,0.021195,-125.8069,-3.144531,-0.068359,979.2969,0.575,1.23875,0.0725,31,-42,-51,44.44444,1001,0,0,0.169886,-0.274896,-125.6797,44.44444,12.38493,1006,True,34,37.24893017,-80.418132,8,1.27,670.5,0.036011111,146.11,35905,106,1
13,421570375000000,421570828000000,1783522306.1620555,True,,140.0,31.0,282.0,1002,0.228355,-0.293549,-125.3519,0.761719,0.419922,981.25,0.1375,-0.51125,0.135,32,-46,-51,44.44444,1001,0,0,0.070977,0.001992,-125.5849,45,12.38493,1006,True,584,37.2489315,-80.4181335,8,1.27,670.7,0.015433333,146.11,37787,110,1
14,421572843000000,421573296000000,1783522308.6293564,True,,141.0,31.0,281.0,1002,0.11916,-0.026519,-126.7311,1.25,-0.068359,978.8086,0.1375,1.61375,-15.74,31,-43,-53,44.44444,1001,0,0,0.156485,-0.096658,-126.6183,45,12.38493,1006,True,53,37.24893283,-80.41813533,8,1.27,671,0.030866666,146.11,39477,116,1
15,421575296000000,421575765000000,1783522311.0969007,True,,141.0,47.0,281.0,1002,0.102862,0.029143,-125.7356,0.273438,1.396484,981.25,-0.175,-0.19875,-0.365,31,-43,-51,45,1001,0,0,0.111398,-0.153796,-125.761,45,12.38493,1006,True,508,37.2489325,-80.41813533,9,1.18,671.1,0.030866666,146.11,41385,120,1
16,421577765000000,421578203000000,1783522313.559389,True,,141.0,15.0,282.0,1002,0.261098,-0.072853,-125.4662,-0.703125,0.908203,983.2031,0.0125,1.98875,0.0725,30,-43,-53,45,1001,0,0,0.13496,0.028749,-125.5039,45,12.37677,1006,True,26,37.24893317,-80.418137,9,1.18,671.4,0.051444444,146.11,43051,125,1
17,421580203000000,421580640000000,1783522315.9916787,True,,140.0,32.0,265.0,1002,0.237373,-0.289527,-126.1514,5.15625,1.884766,980.7617,0.2625,-1.13625,0.26,30,-42,-51,45,1001,0,0,0.225535,-0.462515,-125.6315,45.55556,12.37677,1006,True,392,37.2489355,-80.41813983,9,1.18,671.6,0.051444444,146.11,44958,130,1
18,421582640000000,421583078000000,1783522318.4410737,True,,156.0,16.0,266.0,1002,0.184727,-0.081118,-125.991,0.273438,-1.533203,978.8086,0.3875,0.98875,-0.24,32,-43,-53,45.55556,1001,0,0,0.09726,0.667689,-126.0425,45.55556,12.37677,1006,True,831,37.24893433,-80.41814083,9,1.18,671.8,0.066877777,146.11,46649,134,1
19,421585093000000,421585578000000,1783522320.8803492,True,,141.0,47.0,297.0,1002,0.11689,-0.20629,-125.8034,1.738281,1.396484,977.3438,-0.6125,-1.82375,0.26,30,-42,-53,45.55556,1001,0,0,-0.093035,-0.30033,-126.0995,45.55556,12.37677,1006,True,325,37.24893583,-80.4181435,10,1.18,672.1,0.149188888,146.11,48598,140,1
20,421587578000000,421588046000000,1783522323.369788,True,,172.0,31.0,265.0,1002,0.191507,0.013769,-125.8133,-1.191406,2.861328,977.832,0.325,0.23875,0.0725,31,-43,-52,45.55556,1001,0,0,0.054623,0.296022,-125.4522,45.55556,12.3811,1006,True,800,37.248938,-80.41814617,10,1.18,672.3,0.195488887,146.11,50334,144,1
21,421590046000000,421590515000000,1783522325.8430262,True,,157.0,47.0,265.0,1002,0.162623,-0.121803,-125.5955,-0.703125,-1.044922,979.2969,0.2,0.23875,-0.1775,31,-43,-53,45.55556,1001,0,0,0.33885,-0.22079,-125.3832,45.55556,12.3811,1006,True,274,37.24893683,-80.41814417,10,1.18,672.1,0.195488887,146.11,52258,150,1
22,421592531000000,421593000000000,1783522328.3222117,True,,172.0,140.0,157.0,1002,-0.039526,-0.217475,-125.7648,6.621094,-2.021484,978.3203,0.1375,0.61375,0.4475,31,-44,-50,45.55556,1001,0,0,-0.108675,-0.041847,-125.9354,45.55556,12.3811,1006,True,879,37.24893617,-80.41814283,10,1.18,671.8,0.061733333,146.11,54105,154,1
23,421595000000000,421595515000000,1783522330.7946286,True,,171.0,63.0,281.0,1002,0.047192,-0.097312,-126.2598,-10.46875,3.349609,982.7148,-0.675,-1.13625,-0.3025,32,-44,-52,46.11111,1001,0,0,-0.125388,-0.006532,-126.5802,47.22222,12.3811,1006,True,270,37.248939,-80.41814533,9,1.27,671.7,0.133755554,146.11,55967,160,1
24,421597531000000,421598000000000,1783522333.317388,True,,140.0,172.0,157.0,1002,0.235842,-0.256565,-126.4717,8.085938,1.884766,979.7852,-0.675,-1.19875,-0.8025,33,-44,-51,46.11111,1001,0,0,0.229527,-0.251075,-126.4178,45.55556,12.32233,1006,True,874,37.24894067,-80.41814517,10,1.04,671.7,0.123466666,146.11,57810,164,1
25,421600000000000,421600453000000,1783522335.7951708,True,,156.0,15.0,282.0,1002,0.015241,0.141855,-126.0139,1.738281,1.396484,980.7617,0.2,0.55125,-0.0525,31,-42,-52,46.11111,1001,0,0,0.287926,-0.286786,-125.7507,46.11111,12.32233,1006,True,199,37.24894533,-80.41814817,10,1.04,672,0.061733333,146.11,59606,170,1
26,421602453000000,421602937000000,1783522338.2446554,True,,140.0,47.0,297.0,1002,-0.021962,0.058312,-126.2336,4.179688,2.373047,979.7852,-0.4875,-0.01125,0.385,33,-43,-52,46.11111,1001,0,0,0.126198,-0.107617,-126.0467,46.11111,12.32233,1006,True,686,37.2489445,-80.4181485,10,1.04,672.5,0.077166666,146.11,61464,174,1
27,421604937000000,421605390000000,1783522340.729393,True,,141.0,15.0,297.0,1002,0.01799,0.080043,-125.7802,0.761719,0.419922,980.2734,0.575,1.30125,0.135,32,-44,-53,46.11111,1001,0,0,0.014375,0.03305,-125.8448,46.11111,12.32233,1006,True,49,37.24894617,-80.41815,10,1.05,672.9,0.262366664,146.11,63262,180,1
28,421607406000000,421607875000000,1783522343.2008479,True,,140.0,47.0,282.0,1002,0.132327,-0.081191,-125.7726,0.761719,4.814453,978.3203,-0.3,-1.26125,0.135,32,-46,-55,46.66667,1001,0,0,-0.094403,-0.36748,-125.3199,46.11111,12.36889,1006,True,620,37.2489465,-80.41815083,10,1.05,673,0.020577778,146.11,65176,184,1
29,421609875000000,421610343000000,1783522345.6723094,True,,140.0,47.0,281.0,1002,0.160057,-0.248777,-125.729,-0.214844,0.908203,982.7148,0.2625,-0.38625,0.26,30,-43,-52,46.66667,1001,0,0,-0.027993,0.069959,-126.1323,46.11111,12.36889,1006,True,54,37.24894717,-80.41815083,9,1.41,673.2,0.056588888,146.11,66918,190,1
30,421612343000000,421612828000000,1783522348.1307259,True,,157.0,46.0,282.0,1002,0.216635,-0.631956,-126.0395,1.25,-1.044922,979.7852,0.7625,1.11375,0.135,29,-45,-53,46.11111,1001,0,0,-0.27016,-0.078855,-126.4618,46.11111,12.36889,1006,True,584,37.2489485,-80.41815167,9,1.41,673.1,0.164622221,146.11,68865,194,1
31,421614843000000,421615296000000,1783522350.6294193,True,,141.0,31.0,281.0,1002,0.058982,-0.071338,-126.0451,0.273438,-0.556641,980.7617,-0.05,-1.01125,0.01,31,-42,-54,46.11111,1001,0,0,0.073432,-0.118116,-126.0464,46.66667,12.36889,1006,True,38,37.248947,-80.41815,10,1.3,672.8,0.0463,146.11,70564,200,1
32,421617296000000,421617734000000,1783522353.0846126,True,,141.0,47.0,250.0,1002,-0.146256,-0.492393,-126.4259,-3.144531,-0.068359,980.2734,-0.675,-1.57375,0.0725,32,-43,-52,46.66667,1001,0,0,0.205227,-0.359123,-126.1785,46.66667,12.37722,1006,True,492,37.248946,-80.41815017,11,0.98,672.6,0.113177777,146.11,72483,204,1
33,421619750000000,421620171000000,1783522355.535271,True,,125.0,31.0,265.0,1002,-0.068192,0.033417,-126.7272,4.667969,7.255859,976.8555,-0.425,0.55125,0.385,33,-43,-53,46.66667,1001,0,0,0.076404,-0.017366,-126.7195,46.11111,12.37722,1006,True,31,37.2489465,-80.41815217,11,0.97,672.6,0.036011111,146.11,74172,209,1
34,421622187000000,421622625000000,1783522357.976514,True,,141.0,31.0,266.0,1002,-0.025207,0.658069,-126.6808,-0.703125,-1.044922,981.7383,0.2,0.73875,-0.0525,33,-43,-51,46.66667,1001,0,0,0.18651,0.474868,-126.5207,47.77778,12.37722,1006,True,360,37.248947,-80.418153,11,0.97,672.6,0.08231111,146.11,76096,214,1
35,421624640000000,421625078000000,1783522360.4318204,True,,141.0,15.0,282.0,1002,0.162155,-0.034506,-126.3164,0.761719,0.419922,983.2031,0.8875,0.98875,-0.1775,31,-43,-51,46.66667,1001,0,0,0.149567,0.179689,-126.329,46.66667,12.37722,1006,True,826,37.24894583,-80.41815283,11,0.97,672.6,0.066877777,146.11,77829,218,1
36,421627093000000,421627562000000,1783522362.8834233,True,,172.0,16.0,281.0,1002,0.002086,-0.100217,-126.4698,3.691406,1.396484,979.7852,-0.3,0.42625,0.1975,32,-43,-50,46.66667,1001,0,0,0.076989,-0.140187,-126.2929,46.66667,12.38085,1006,True,310,37.24894217,-80.41815067,11,0.97,672.7,0.041155555,146.11,79788,224,1
37,421629578000000,421630046000000,1783522365.367297,True,,156.0,47.0,265.0,1002,-1.390696,-0.16227,-124.3072,38.35938,-28.87695,979.2969,-0.7375,-1.38625,1.1975,31,-42,-52,46.66667,1001,0,0,0.017737,3.429544,-124.7132,46.66667,12.38085,1006,True,787,37.24893883,-80.41814833,11,0.97,672.9,0.072022222,146.11,81558,228,1
38,421632062000000,421632531000000,1783522367.848508,True,,141.0,31.0,297.0,1002,0.25848,0.367597,-126.7747,-18.76953,3.349609,982.2266,0.1375,0.42625,-0.0525,32,-43,-52,47.22222,1001,0,0,0.353219,0.15208,-126.6285,46.66667,12.38085,1006,True,264,37.2489365,-80.41814367,11,0.97,672.3,0.092599999,146.11,83496,234,1
39,421634531000000,421635015000000,1783522370.328843,True,,140.0,63.0,281.0,1002,-0.054303,0.006603,-126.6089,1.25,-4.951172,981.7383,-0.2375,-0.88625,0.01,32,-43,-52,46.66667,1001,0,0,-0.038885,-0.141179,-126.7574,46.66667,12.38085,1006,True,749,37.24893617,-80.41814183,11,0.97,671.9,0.036011111,146.11,85308,238,1
40,421637015000000,421637500000000,1783522372.807616,True,,172.0,16.0,297.0,1002,0.077422,0.116135,-126.6074,1.738281,-0.068359,978.8086,0.325,-1.94875,0.385,31,-42,-52,46.66667,1001,0,0,0.111691,-0.016908,-126.6023,47.22222,12.36485,1006,True,238,37.24893517,-80.41814033,11,0.97,671.6,0.010288889,146.11,87220,244,1
41,421639515000000,421639968000000,1783522375.3009093,True,,156.0,32.0,265.0,1002,-0.017348,-0.420846,-125.7818,23.22266,0.908203,979.2969,0.075,0.42625,0.1975,31,-42,-52,47.22222,1001,0,0,0.043349,-0.510979,-125.6483,46.66667,12.36485,1006,True,695,37.24893333,-80.418138,11,0.97,671.5,0.020577778,146.11,89058,248,1
42,421641968000000,421642437000000,1783522377.7593098,True,,172.0,31.0,266.0,1002,0.003707,-0.034872,-126.8032,0.761719,-0.556641,983.2031,0.2,0.80125,0.135,32,-44,-51,47.22222,1001,0,0,0.144578,-0.078397,-126.7116,46.66667,12.36485,1006,True,41,37.24893117,-80.418135,11,0.97,671.2,0.072022222,146.11,90905,254,1
43,421644437000000,421644906000000,1783522380.2324862,True,,156.0,16.0,297.0,1002,-0.002928,-0.141075,-126.8113,4.179688,0.908203,980.2734,-0.3,-0.57375,0.1975,33,-43,-54,47.22222,1001,0,0,0.110111,-0.469082,-126.6825,47.22222,12.36485,1006,True,653,37.24892867,-80.41813417,12,0.87,671.1,0.113177777,146.11,92822,258,1
44,421646906000000,421647328000000,1783522382.697977,True,,140.0,141.0,141.0,1002,0.020474,0.077384,-125.8783,2.714844,-1.533203,979.2969,-0.2375,-2.13625,0.135,31,-43,-52,47.22222,1001,0,0,-0.059097,0.177679,-126.0026,47.22222,12.36477,1006,True,151,37.2489235,-80.4181335,12,0.87,671,0.010288889,146.11,94699,264,1
45,421649343000000,421649828000000,1783522385.1293926,True,,157.0,15.0,313.0,1002,0.019884,0.158132,-126.2327,2.226563,2.861328,980.7617,-0.1125,0.67625,0.3225,32,-42,-54,47.22222,1001,0,0,-0.059022,0.209046,-126.3905,47.22222,12.36477,1006,True,560,37.24892067,-80.4181335,12,0.87,670.9,0.025722222,146.11,96556,268,1
46,421651828000000,421652296000000,1783522387.6179612,True,,140.0,47.0,281.0,1002,0.430648,-0.514859,-126.7706,14.43359,-0.556641,978.3203,0.325,-0.07375,0.6975,33,-43,-51,47.22222,1001,0,0,0.578056,-0.840921,-127.0448,47.22222,12.36477,1006,True,25,37.24892117,-80.41813433,12,0.87,670.6,0.097744444,146.11,98315,274,1
47,421654296000000,421654734000000,1783522390.086524,True,,141.0,141.0,156.0,1002,0.513347,-0.594712,-126.8752,10.52734,14.0918,982.7148,-0.05,-1.26125,-0.24,31,-43,-52,47.77778,1001,0,0,0.375322,-0.535968,-127.0205,47.22222,12.36477,1006,True,593,37.248923,-80.418135,12,0.87,670.2,0.030866666,146.11,100362,278,1
48,421656734000000,421657203000000,1783522392.5304785,True,,156.0,16.0,297.0,1002,0.118285,0.277596,-127.1811,1.738281,-0.556641,981.25,-0.4875,0.17625,0.1975,34,-43,-53,47.77778,1001,0,0,0.369199,-0.263291,-126.6862,47.22222,12.38893,1006,True,52,37.2489225,-80.418136,12,0.87,670.1,0.005144444,146.11,101988,283,1
49,421659203000000,421659875000000,1783522394.9927611,True,,140.0,250.0,282.0,1002,0.038691,0.063431,-127.1798,4.179688,2.373047,977.3438,-0.175,-0.13625,-0.0525,32,-41,-52,47.77778,1001,0,0,-0.007005,0.153747,-127.2941,47.22222,12.38893,1006,True,610,37.24892033,-80.4181345,11,0.98,670.1,0.133755554,146.11,104128,288,1
50,421661890000000,421662328000000,1783522397.6840594,True,,141.0,31.0,266.0,1002,0.032147,0.147034,-125.5844,4.179688,0.419922,981.25,-0.1125,-1.19875,0.135,31,-42,-54,47.22222,1001,0,0,-0.016507,0.180017,-125.7847,47.22222,12.38893,1006,True,38,37.24891883,-80.41813267,11,0.98,670.4,0.154333332,146.11,105894,294,1
51,421664343000000,421664921000000,1783522400.1313322,True,,141.0,141.0,296.0,1002,0.020486,-0.088531,-126.1897,3.203125,1.884766,979.2969,-0.55,0.73875,0.26,32,-44,-51,47.22222,1001,0,0,0.013987,-0.069926,-126.2068,47.77778,12.38893,1006,True,663,37.24891333,-80.41812733,12,0.98,671,0.262366664,146.11,107892,298,1
52,421666921000000,421667406000000,1783522402.7152302,True,,141.0,31.0,313.0,1002,0.096849,0.278965,-126.4885,0.273438,2.373047,980.2734,-0.4875,1.11375,-0.1775,32,-43,-48,47.22222,1001,0,0,0.089742,0.106595,-126.478,47.77778,12.36893,1006,True,82,37.248917,-80.4181285,12,0.87,670.5,0.030866666,146.11,109726,304,1
53,421669421000000,421669984000000,1783522405.2071068,True,,125.0,47.0,391.0,1002,-9.84529,2.497518,-113.949,-63.20313,-166.084,948.0469,1.825,6.86375,1.0725,26,-48,-46,47.22222,1001,0,0,-9.585323,2.321739,-113.6781,47.77778,12.36893,1006,True,734,37.2489105,-80.41813183,12,0.87,670.6,1.013455547,146.11,111656,308,1
54,421672000000000,421672593000000,1783522407.7881393,True,,234.0,78.0,281.0,1002,-9.175232,2.195029,-113.6053,-40.74219,-157.2949,962.6953,-0.05,-1.07375,0.135,27,-47,-45,47.77778,1001,0,0,-9.284719,2.845086,-114.2206,47.77778,12.36893,1006,True,321,37.24891433,-80.41813917,12,0.87,670.2,0.036011111,146.11,113649,314,1
55,421674593000000,421675203000000,1783522410.3878615,True,,172.0,156.0,282.0,1002,-9.107613,2.403131,-114.0073,-41.23047,-159.248,963.6719,0.45,-0.32375,0.1975,25,-48,-47,47.77778,1001,0,0,-9.151332,2.475409,-113.9534,48.33333,12.36893,1006,True,41,37.248918,-80.41813917,12,0.87,670.1,0.015433333,146.11,115536,319,1
56,421677203000000,421677656000000,1783522413.0031812,True,,203.0,78.0,172.0,1002,-9.129001,2.139525,-113.9002,-45.625,-156.8066,966.6016,-0.3,0.11375,-0.49,26,-47,-48,47.77778,1001,0,0,-9.177321,2.598203,-114.063,47.77778,12.36085,1006,True,519,37.24891817,-80.4181395,12,0.87,669.8,0.041155555,146.11,117610,324,1
57,421679671000000,421680125000000,1783522415.4609635,True,,157.0,140.0,157.0,1002,-9.027488,-0.790665,-113.16,11.99219,-140.2051,908.9844,-9.925,-35.32375,0.9475,25,-46,-48,47.77778,1001,0,0,-8.479795,-11.88894,-112.3658,47.77778,12.36085,1006,True,12,37.24891783,-80.4181395,12,0.87,669.8,0.051444444,146.11,119347,329,1
58,421682125000000,421682703000000,1783522417.9143972,True,,187.0,63.0,328.0,1002,9.300674,-12.59433,-138.1297,148.2227,-38.1543,1092.09,-2.1125,-1.26125,-37.9275,15,-55,-46,47.77778,1001,0,0,-2.888699,-5.617608,-133.7624,48.33333,12.36085,1006,True,446,37.24891883,-80.41813867,12,0.87,669.6,0.020577778,146.11,121305,334,1
59,421684703000000,421685250000000,1783522420.4948645,True,,203.0,62.0,282.0,1002,-6.799914,16.01304,-121.4833,-262.4219,-124.0918,929.4922,1.825,6.11375,-13.74,36,-42,-47,47.77778,1001,0,0,-9.705251,13.79854,-125.2526,48.33333,12.36085,1006,True,2,37.24891633,-80.41813833,12,0.87,670.3,0.072022222,146.11,123133,340,1
60,421687250000000,421687734000000,1783522423.04929,True,,171.0,47.0,266.0,1002,0.901207,-0.414274,-120.5462,-9.980469,10.18555,980.2734,-0.1125,6.86375,-2.0525,25,-50,-51,47.77778,1001,0,0,-0.217813,1.834508,-115.8876,47.77778,12.37718,1006,True,480,37.24891567,-80.41813867,12,0.87,670.8,0.25722222,146.11,125100,344,1
61,421689734000000,421690156000000,1783522425.5290792,True,,141.0,140.0,141.0,1002,-0.004858,-0.121421,-124.3182,-0.703125,-1.044922,980.7617,0.325,-0.32375,0.135,30,-45,-48,47.77778,1001,0,0,0.086487,-0.213625,-124.1927,48.33333,12.37718,1006,True,10,37.24891117,-80.41813583,12,0.87,671,0.005144444,146.11,126925,350,1
62,421692171000000,421693906000000,1783522427.9595273,True,,1157.0,406.0,172.0,1002,-0.237556,0.021036,-124.4452,1.25,-2.021484,980.2734,-0.425,1.11375,0.135,32,-44,-50,47.77778,1001,0,0,0.141783,-0.308831,-124.1835,47.77778,12.37718,1006,True,779,37.24890733,-80.41813183,12,1.04,671.1,0.113177777,146.11,129714,356,1
63,421695906000000,421696375000000,1783522431.7027946,True,,156.0,16.0,297.0,1002,0.116831,-0.330374,-123.961,1.25,-1.533203,983.2031,0.075,2.11375,0.0725,28,-44,-50,47.77778,1001,0,0,0.074005,-0.406003,-123.8422,47.77778,12.37718,1006,True,54,37.24890733,-80.41813067,10,1.19,670.9,0.097744444,146.11,131508,362,1
64,421698375000000,421698812000000,1783522434.1655643,True,,140.0,16.0,281.0,1002,-0.168581,-0.066507,-124.0166,5.15625,-1.533203,980.2734,-0.3625,-0.01125,0.26,31,-45,-51,48.33333,1001,0,0,-0.058786,-0.108959,-124.0168,47.77778,12.37285,1006,True,556,37.24890917,-80.4181295,12,1.09,670.9,0.123466666,146.11,133408,366,1
65,421700812000000,421701265000000,1783522436.6116178,True,,156.0,141.0,156.0,1002,-0.025749,-0.287764,-122.8243,2.226563,1.396484,982.2266,0.2,-2.01125,-0.0525,30,-46,-50,48.33333,1001,0,0,-0.106932,-0.24434,-123.0877,47.77778,12.37285,1006,True,26,37.24890617,-80.41812717,12,1.04,669.9,0.056588888,146.11,135236,372,1
66,421703265000000,421703703000000,1783522439.0560973,True,,141.0,31.0,266.0,1002,0.104773,0.350734,-123.7229,5.15625,1.396484,982.7148,0.0125,-0.94875,0.1975,30,-46,-51,48.33333,1001,0,0,0.102127,0.114571,-123.598,48.88889,12.37285,1006,True,460,37.24890833,-80.41812717,11,1.09,669.7,0.133755554,146.11,137044,376,1
67,421705718000000,421706171000000,1783522441.505109,True,,125.0,63.0,265.0,1002,0.029758,-0.615271,-124.265,0.761719,1.884766,979.2969,-0.2375,-1.63625,0.135,30,-44,-50,48.33333,1001,0,0,0.002701,-0.408618,-124.6008,48.33333,12.37285,1006,True,38,37.248909,-80.41812717,10,1.12,669.5,0.180055554,146.11,138753,381,1
68,421708171000000,421708609000000,1783522443.96793,True,,172.0,16.0,250.0,1002,0.027868,-0.210293,-124.3216,0.273438,-2.021484,978.3203,0.3875,0.42625,0.0725,30,-44,-49,48.88889,1001,0,0,0.057587,-0.138132,-124.3608,48.33333,12.37293,1006,True,374,37.24890933,-80.41812683,10,1.12,668.6,0.041155555,146.11,140670,386,1
69,421710625000000,421711156000000,1783522446.4196043,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000249CDCE6360>: Failed to establish a new connection: [WinError 10053] An established connection was aborted by the software in your host machine'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,421713171000000,421713187000000,1783522448.9623363,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000249CDCE6B40>: Failed to establish a new connection: [WinError 10051] A socket operation was attempted to an unreachable network'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,421715187000000,421715187000000,1783522450.9808855,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000249CBADCAA0>: Failed to establish a new connection: [WinError 10051] A socket operation was attempted to an unreachable network'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,421717187000000,421717203000000,1783522452.9865654,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000249CDCE62D0>: Failed to establish a new connection: [WinError 10051] A socket operation was attempted to an unreachable network'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
