sequence,model_replicate,transport_replicate,condition,service,coverage,physical_satisfaction,freshness_satisfaction,joint_satisfaction,eligible_samples,observable_samples,mean_aoi_s,max_aoi_s,qualified
street01,seed_42,3,ideal,local_1s,1.0,0.9264766286042881,1.0,0.9264766286042881,12173,12173,0.10000000000000024,0.10000000000582077,1
street01,seed_42,3,ideal,local_5s,1.0,0.9237616418033463,1.0,0.9237616418033463,12133,12133,0.10000000000000024,0.10000000000582077,1
street01,seed_42,3,ideal,local_10s,1.0,0.9514193494992965,1.0,0.9514193494992965,12083,12083,0.10000000000000024,0.10000000000582077,1
street01,seed_42,3,ideal,global,1.0,0.995649675777723,1.0,0.995649675777723,12183,12183,0.10000000000000024,0.10000000000582077,1
street01,seed_1042,3,ideal,local_1s,1.0,0.926065883512692,1.0,0.926065883512692,12173,12173,0.10000000000000024,0.10000000000582077,1
street01,seed_1042,3,ideal,local_5s,1.0,0.9227726036429572,1.0,0.9227726036429572,12133,12133,0.10000000000000024,0.10000000000582077,1
street01,seed_1042,3,ideal,local_10s,1.0,0.9501779359430605,1.0,0.9501779359430605,12083,12083,0.10000000000000024,0.10000000000582077,1
street01,seed_1042,3,ideal,global,1.0,0.9963884100796191,1.0,0.9963884100796191,12183,12183,0.10000000000000024,0.10000000000582077,1
street01,seed_2042,3,ideal,local_1s,1.0,0.9254086913661381,1.0,0.9254086913661381,12173,12173,0.10000000000000024,0.10000000000582077,1
street01,seed_2042,3,ideal,local_5s,1.0,0.9315091073930603,1.0,0.9315091073930603,12133,12133,0.10000000000000024,0.10000000000582077,1
street01,seed_2042,3,ideal,local_10s,1.0,0.9503434577505586,1.0,0.9503434577505586,12083,12083,0.10000000000000024,0.10000000000582077,1
street01,seed_2042,3,ideal,global,1.0,0.9966346548469178,1.0,0.9966346548469178,12183,12183,0.10000000000000024,0.10000000000582077,1
street02,seed_42,3,ideal,local_1s,1.0,0.9107420861442657,1.0,0.9107420861442657,13489,13489,0.09999999999999958,0.10000000000582077,1
street02,seed_42,3,ideal,local_5s,1.0,0.9050487025057625,1.0,0.9050487025057625,13449,13449,0.09999999999999956,0.10000000000582077,1
street02,seed_42,3,ideal,local_10s,1.0,0.9476826628852899,1.0,0.9476826628852899,13399,13399,0.09999999999999956,0.10000000000582077,1
street02,seed_42,3,ideal,global,1.0,0.9786650863026891,1.0,0.9786650863026891,13499,13499,0.09999999999999958,0.10000000000582077,1
street02,seed_1042,3,ideal,local_1s,1.0,0.9113351619838387,1.0,0.9113351619838387,13489,13489,0.09999999999999958,0.10000000000582077,1
street02,seed_1042,3,ideal,local_5s,1.0,0.9280243884303666,1.0,0.9280243884303666,13449,13449,0.09999999999999956,0.10000000000582077,1
street02,seed_1042,3,ideal,local_10s,1.0,0.9511157549070827,1.0,0.9511157549070827,13399,13399,0.09999999999999956,0.10000000000582077,1
street02,seed_1042,3,ideal,global,1.0,0.9830357804281799,1.0,0.9830357804281799,13499,13499,0.09999999999999958,0.10000000000582077,1
street02,seed_2042,3,ideal,local_1s,1.0,0.9105938171843725,1.0,0.9105938171843725,13489,13489,0.09999999999999958,0.10000000000582077,1
street02,seed_2042,3,ideal,local_5s,1.0,0.910476615361737,1.0,0.910476615361737,13449,13449,0.09999999999999956,0.10000000000582077,1
street02,seed_2042,3,ideal,local_10s,1.0,0.9502201656840062,1.0,0.9502201656840062,13399,13399,0.09999999999999956,0.10000000000582077,1
street02,seed_2042,3,ideal,global,1.0,0.9840728942884658,1.0,0.9840728942884658,13499,13499,0.09999999999999958,0.10000000000582077,1
building00,seed_42,1,practical,local_1s,1.0,0.8085306436447559,0.9994871356526199,0.8085306436447559,11699,11699,0.15790238481920826,0.6000000000003638,1
building00,seed_42,1,practical,local_5s,1.0,0.6966292134831461,1.0,0.6966292134831461,11659,11659,0.15792949652628163,0.6000000000003638,0
building00,seed_42,1,practical,local_10s,1.0,0.7615643035575846,1.0,0.7615643035575846,11609,11609,0.15796364889309306,0.6000000000003638,0
building00,seed_42,1,practical,global,1.0,0.05875822017251687,1.0,0.05875822017251687,11709,11709,0.1578956358356749,0.6000000000003638,0
building00,seed_1042,1,practical,local_1s,1.0,0.8104966236430464,0.9994871356526199,0.8104966236430464,11699,11699,0.15790238481920826,0.6000000000003638,1
building00,seed_1042,1,practical,local_5s,1.0,0.7016896817908912,1.0,0.7016896817908912,11659,11659,0.15792949652628163,0.6000000000003638,0
building00,seed_1042,1,practical,local_10s,1.0,0.7794814368162633,1.0,0.7794814368162633,11609,11609,0.15796364889309306,0.6000000000003638,0
building00,seed_1042,1,practical,global,1.0,0.05115722948159535,1.0,0.05115722948159535,11709,11709,0.1578956358356749,0.6000000000003638,0
building00,seed_2042,1,practical,local_1s,1.0,0.8076758697324558,0.9994871356526199,0.8076758697324558,11699,11699,0.15790238481920826,0.6000000000003638,1
building00,seed_2042,1,practical,local_5s,1.0,0.7016039111416074,1.0,0.7016039111416074,11659,11659,0.15792949652628163,0.6000000000003638,0
building00,seed_2042,1,practical,local_10s,1.0,0.7613058833663537,1.0,0.7613058833663537,11609,11609,0.15796364889309306,0.6000000000003638,0
building00,seed_2042,1,practical,global,1.0,0.056281492868733456,1.0,0.056281492868733456,11709,11709,0.1578956358356749,0.6000000000003638,0
building01,seed_42,1,practical,local_1s,1.0,0.7952761790866283,0.999476791987443,0.7952761790866283,13379,13379,0.1579415501905903,0.6000000000003638,0
building01,seed_42,1,practical,local_5s,1.0,0.7210435564884924,1.0,0.7210435564884924,13339,13339,0.15796536471998707,0.6000000000003638,0
building01,seed_42,1,practical,local_10s,1.0,0.8195500037625103,1.0,0.8195500037625103,13289,13289,0.15799533448716288,0.6000000000003638,1
building01,seed_42,1,practical,global,1.0,0.1379490626633804,1.0,0.1379490626633804,13389,13389,0.1579356187915384,0.6000000000003638,0
building01,seed_1042,1,practical,local_1s,1.0,0.79647208311533,0.999476791987443,0.79647208311533,13379,13379,0.1579415501905903,0.6000000000003638,0
building01,seed_1042,1,practical,local_5s,1.0,0.7241172501686783,1.0,0.7241172501686783,13339,13339,0.15796536471998707,0.6000000000003638,0
building01,seed_1042,1,practical,local_10s,1.0,0.8283542779742644,1.0,0.8283542779742644,13289,13289,0.15799533448716288,0.6000000000003638,1
building01,seed_1042,1,practical,global,1.0,0.14205691239076854,1.0,0.14205691239076854,13389,13389,0.1579356187915384,0.6000000000003638,0
building01,seed_2042,1,practical,local_1s,1.0,0.8018536512444876,0.999476791987443,0.8018536512444876,13379,13379,0.1579415501905903,0.6000000000003638,1
building01,seed_2042,1,practical,local_5s,1.0,0.7373116425519154,1.0,0.7373116425519154,13339,13339,0.15796536471998707,0.6000000000003638,0
building01,seed_2042,1,practical,local_10s,1.0,0.8533373466777033,1.0,0.8533373466777033,13289,13289,0.15799533448716288,0.6000000000003638,1
building01,seed_2042,1,practical,global,1.0,0.12263798640675182,1.0,0.12263798640675182,13389,13389,0.1579356187915384,0.6000000000003638,0
building02,seed_42,1,practical,local_1s,1.0,0.8503042816778961,1.0,0.8503042816778961,18404,18404,0.15796565963933443,0.5999999999767169,1
building02,seed_42,1,practical,local_5s,1.0,0.7723262905685035,1.0,0.7723262905685035,18364,18364,0.15798301023754688,0.5999999999767169,0
building02,seed_42,1,practical,local_10s,1.0,0.8500600633395217,1.0,0.8500600633395217,18314,18314,0.15800480506728792,0.5999999999767169,1
building02,seed_42,1,practical,global,1.0,0.7644183773216031,1.0,0.7644183773216031,18414,18414,0.15796133376791088,0.5999999999767169,0
building02,seed_1042,1,practical,local_1s,1.0,0.8467181047598348,1.0,0.8467181047598348,18404,18404,0.15796565963933443,0.5999999999767169,1
building02,seed_1042,1,practical,local_5s,1.0,0.7590938793291222,1.0,0.7590938793291222,18364,18364,0.15798301023754688,0.5999999999767169,0
building02,seed_1042,1,practical,local_10s,1.0,0.8356994648902479,1.0,0.8356994648902479,18314,18314,0.15800480506728792,0.5999999999767169,1
building02,seed_1042,1,practical,global,1.0,0.7638210057564896,1.0,0.7638210057564896,18414,18414,0.15796133376791088,0.5999999999767169,0
building02,seed_2042,1,practical,local_1s,1.0,0.8532384264290371,1.0,0.8532384264290371,18404,18404,0.15796565963933443,0.5999999999767169,1
building02,seed_2042,1,practical,local_5s,1.0,0.7763014593770421,1.0,0.7763014593770421,18364,18364,0.15798301023754688,0.5999999999767169,0
building02,seed_2042,1,practical,local_10s,1.0,0.8628371737468603,1.0,0.8628371737468603,18314,18314,0.15800480506728792,0.5999999999767169,1
building02,seed_2042,1,practical,global,1.0,0.7775605517541001,1.0,0.7775605517541001,18414,18414,0.15796133376791088,0.5999999999767169,0
parking00,seed_42,1,practical,local_1s,1.0,0.8286332101991171,0.9994594107577259,0.8286332101991171,11099,11099,0.15796918641307658,0.6000000000058208,1
parking00,seed_42,1,practical,local_5s,1.0,0.7680622117732164,1.0,0.7680622117732164,11059,11059,0.15799801066992827,0.6000000000058208,0
parking00,seed_42,1,practical,local_10s,1.0,0.8695612680534108,1.0,0.8695612680534108,11009,11009,0.15803433554353138,0.6000000000058208,1
parking00,seed_42,1,practical,global,1.0,0.0,1.0,0.0,11109,11109,0.15796201278231495,0.6000000000058208,0
parking00,seed_1042,1,practical,local_1s,1.0,0.830885665375259,0.9994594107577259,0.830885665375259,11099,11099,0.15796918641307658,0.6000000000058208,1
parking00,seed_1042,1,practical,local_5s,1.0,0.7777375892937879,1.0,0.7777375892937879,11059,11059,0.15799801066992827,0.6000000000058208,0
parking00,seed_1042,1,practical,local_10s,1.0,0.8832773185575439,1.0,0.8832773185575439,11009,11009,0.15803433554353138,0.6000000000058208,1
parking00,seed_1042,1,practical,global,1.0,0.0,1.0,0.0,11109,11109,0.15796201278231495,0.6000000000058208,0
parking00,seed_2042,1,practical,local_1s,1.0,0.8316064510316244,0.9994594107577259,0.8316064510316244,11099,11099,0.15796918641307658,0.6000000000058208,1
parking00,seed_2042,1,practical,local_5s,1.0,0.7746631702685596,1.0,0.7746631702685596,11059,11059,0.15799801066992827,0.6000000000058208,0
parking00,seed_2042,1,practical,local_10s,1.0,0.8741938414024889,1.0,0.8741938414024889,11009,11009,0.15803433554353138,0.6000000000058208,1
parking00,seed_2042,1,practical,global,1.0,9.001710324961742e-05,1.0,9.001710324961742e-05,11109,11109,0.15796201278231495,0.6000000000058208,0
parking01,seed_42,1,practical,local_1s,1.0,0.8764700165224998,0.9995140441247935,0.8764700165224998,10289,10289,0.1578384682669682,0.6000000000058208,1
parking01,seed_42,1,practical,local_5s,1.0,0.8755976192799297,1.0,0.8755976192799297,10249,10249,0.1578690603960226,0.6000000000058208,1
parking01,seed_42,1,practical,local_10s,1.0,0.9541131483478772,1.0,0.9541131483478772,10199,10199,0.1579076380036117,0.6000000000058208,1
parking01,seed_42,1,practical,global,1.0,0.08835809301873969,1.0,0.08835809301873969,10299,10299,0.15783085736467967,0.6000000000058208,0
parking01,seed_1042,1,practical,local_1s,1.0,0.8788026047234911,0.9995140441247935,0.8788026047234911,10289,10289,0.1578384682669682,0.6000000000058208,1
parking01,seed_1042,1,practical,local_5s,1.0,0.8783295931310372,1.0,0.8783295931310372,10249,10249,0.1578690603960226,0.6000000000058208,1
