dataset,domain,subsystem,segment,component,unit,horizon_s,n_points,normalized_p95_error,scale,unit_id,semantics
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_12,Heat Pipe TC-09,degC,300,302,0.019031559242541227,108.34815115000004,12:Heat Pipe TC-09,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_12,Heat Pipe TC-09,degC,600,600,0.07318045693772787,108.34815115000004,12:Heat Pipe TC-09,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_12,Heat Pipe TC-10,degC,60,62,0.0005268356117552282,101.64759320000002,12:Heat Pipe TC-10,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_12,Heat Pipe TC-10,degC,300,302,0.01583332108404539,101.64759320000002,12:Heat Pipe TC-10,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_12,Heat Pipe TC-10,degC,600,600,0.06947526085571862,101.64759320000002,12:Heat Pipe TC-10,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-01,degC,60,62,0.003153046510686593,4.087781149999998,16:Heat Pipe TC-01,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-01,degC,300,302,0.007652596353063213,4.087781149999998,16:Heat Pipe TC-01,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-01,degC,600,600,0.023897175557006458,4.087781149999998,16:Heat Pipe TC-01,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-02,degC,60,62,0.0031489990599191144,4.6027229999999975,16:Heat Pipe TC-02,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-02,degC,300,302,0.008266985914493987,4.6027229999999975,16:Heat Pipe TC-02,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-02,degC,600,600,0.02535337357294266,4.6027229999999975,16:Heat Pipe TC-02,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-03,degC,60,62,0.0007780526801341111,12.860793000000001,16:Heat Pipe TC-03,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-03,degC,300,302,0.003405141608608477,12.860793000000001,16:Heat Pipe TC-03,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-03,degC,600,600,0.013368538355006837,12.860793000000001,16:Heat Pipe TC-03,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-04,degC,60,62,0.00045542935394722687,34.57984929999999,16:Heat Pipe TC-04,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-04,degC,300,302,0.0071348283262412625,34.57984929999999,16:Heat Pipe TC-04,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-04,degC,600,600,0.021831375084107114,34.57984929999999,16:Heat Pipe TC-04,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-05,degC,60,62,0.0006111053701785184,125.92503189999996,16:Heat Pipe TC-05,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-05,degC,300,302,0.0023338580763464277,125.92503189999996,16:Heat Pipe TC-05,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-05,degC,600,600,0.004560331174853508,125.92503189999996,16:Heat Pipe TC-05,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-06,degC,60,62,0.0002386363662563013,193.69339839999992,16:Heat Pipe TC-06,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-06,degC,300,302,0.0009913645828159752,193.69339839999992,16:Heat Pipe TC-06,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-06,degC,600,600,0.00574320270715037,193.69339839999992,16:Heat Pipe TC-06,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-07,degC,60,62,0.00027441565828727015,101.20897665000007,16:Heat Pipe TC-07,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-07,degC,300,302,0.006209266177378867,101.20897665000007,16:Heat Pipe TC-07,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-07,degC,600,600,0.039144774624663224,101.20897665000007,16:Heat Pipe TC-07,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-08,degC,60,62,0.00040561735683977246,82.47154725000007,16:Heat Pipe TC-08,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-08,degC,300,302,0.0007912171036788077,82.47154725000007,16:Heat Pipe TC-08,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-08,degC,600,600,0.0049554874534620446,82.47154725000007,16:Heat Pipe TC-08,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-09,degC,60,62,0.00035853040677402427,108.34815115000004,16:Heat Pipe TC-09,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-09,degC,300,302,0.004036426824399725,108.34815115000004,16:Heat Pipe TC-09,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-09,degC,600,600,0.00713525855433071,108.34815115000004,16:Heat Pipe TC-09,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-10,degC,60,62,0.0003419588545355578,101.64759320000002,16:Heat Pipe TC-10,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-10,degC,300,302,0.0012888419464616447,101.64759320000002,16:Heat Pipe TC-10,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_16,Heat Pipe TC-10,degC,600,600,0.0012731014605568026,101.64759320000002,16:Heat Pipe TC-10,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-01,degC,60,62,0.003978171018401629,4.087781149999998,20:Heat Pipe TC-01,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-01,degC,300,302,0.023698826522280565,4.087781149999998,20:Heat Pipe TC-01,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-01,degC,600,600,0.04618474157272288,4.087781149999998,20:Heat Pipe TC-01,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-02,degC,60,62,0.0017146860075652574,4.6027229999999975,20:Heat Pipe TC-02,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-02,degC,300,302,0.00338666381687588,4.6027229999999975,20:Heat Pipe TC-02,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-02,degC,600,600,0.009808715833083594,4.6027229999999975,20:Heat Pipe TC-02,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-03,degC,60,62,0.0007229965250977004,12.860793000000001,20:Heat Pipe TC-03,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-03,degC,300,302,0.001387637594726814,12.860793000000001,20:Heat Pipe TC-03,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-03,degC,600,600,0.004086546747443874,12.860793000000001,20:Heat Pipe TC-03,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-04,degC,60,62,0.0002704411215722483,34.57984929999999,20:Heat Pipe TC-04,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-04,degC,300,302,0.0010492511456461496,34.57984929999999,20:Heat Pipe TC-04,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-04,degC,600,600,0.0033841833508999933,34.57984929999999,20:Heat Pipe TC-04,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-05,degC,60,62,0.00022907710420849129,125.92503189999996,20:Heat Pipe TC-05,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-05,degC,300,302,0.0018157302010339256,125.92503189999996,20:Heat Pipe TC-05,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-05,degC,600,600,0.0071923730974332465,125.92503189999996,20:Heat Pipe TC-05,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-06,degC,60,62,0.0008406369695095965,193.69339839999992,20:Heat Pipe TC-06,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-06,degC,300,302,0.007688708479834286,193.69339839999992,20:Heat Pipe TC-06,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-06,degC,600,600,0.02576126741829104,193.69339839999992,20:Heat Pipe TC-06,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-07,degC,60,62,0.000348925476750126,101.20897665000007,20:Heat Pipe TC-07,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-07,degC,300,302,0.003213226409547218,101.20897665000007,20:Heat Pipe TC-07,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-07,degC,600,600,0.007091014303038304,101.20897665000007,20:Heat Pipe TC-07,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-08,degC,60,62,0.0011480005017121021,82.47154725000007,20:Heat Pipe TC-08,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-08,degC,300,302,0.007536155855134441,82.47154725000007,20:Heat Pipe TC-08,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-08,degC,600,600,0.016029192277788772,82.47154725000007,20:Heat Pipe TC-08,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-09,degC,60,62,0.00037429685751421565,108.34815115000004,20:Heat Pipe TC-09,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-09,degC,300,302,0.0011717828306106923,108.34815115000004,20:Heat Pipe TC-09,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-09,degC,600,600,0.0012093320353196541,108.34815115000004,20:Heat Pipe TC-09,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-10,degC,60,62,0.0008019651778490239,101.64759320000002,20:Heat Pipe TC-10,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-10,degC,300,302,0.005633620248690931,101.64759320000002,20:Heat Pipe TC-10,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_20,Heat Pipe TC-10,degC,600,600,0.013992175271777072,101.64759320000002,20:Heat Pipe TC-10,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-01,degC,60,62,0.004087658781684063,4.087781149999998,24:Heat Pipe TC-01,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-01,degC,300,302,0.01906392491540256,4.087781149999998,24:Heat Pipe TC-01,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-01,degC,600,600,0.041371304069201316,4.087781149999998,24:Heat Pipe TC-01,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-02,degC,60,62,0.0020622354404336686,4.6027229999999975,24:Heat Pipe TC-02,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-02,degC,300,302,0.009608929333048907,4.6027229999999975,24:Heat Pipe TC-02,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-02,degC,600,600,0.028540639451755553,4.6027229999999975,24:Heat Pipe TC-02,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-03,degC,60,62,0.0007790272557063356,12.860793000000001,24:Heat Pipe TC-03,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-03,degC,300,302,0.001721271949342616,12.860793000000001,24:Heat Pipe TC-03,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-03,degC,600,600,0.002950158039402461,12.860793000000001,24:Heat Pipe TC-03,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-04,degC,60,62,0.0005528185348966889,34.57984929999999,24:Heat Pipe TC-04,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-04,degC,300,302,0.003757614015440377,34.57984929999999,24:Heat Pipe TC-04,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-04,degC,600,600,0.010350464790511809,34.57984929999999,24:Heat Pipe TC-04,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-05,degC,60,62,0.0004277819762855642,125.92503189999996,24:Heat Pipe TC-05,forecast trajectory remains within normalized discrepancy over service horizon
MAGNET,thermal_heat_pipe,10_thermowell_forecast,forecast_window_24,Heat Pipe TC-05,degC,300,302,0.003224787932406462,125.92503189999996,24:Heat Pipe TC-05,forecast trajectory remains within normalized discrepancy over service horizon
