trial,capacity_hz,policy,source_duration_s,source_observations,source_observation_rate_hz,transport_deliveries,transport_deliveries_per_s,unique_delivered_sources,unique_source_delivery_rate_hz,repeated_source_fraction,response_bytes_per_s,p95_delivery_aoi_s,mean_delivery_aoi_s,rate_switches,economy_fraction,normal_fraction,high_fraction,service_id,qualified_deliveries,at_risk_deliveries,withdrawn_deliveries,unobservable_deliveries,observable_fraction_request_weighted,satisfaction_given_observable_request_weighted,observable_fraction_time_weighted,satisfaction_given_observable_time_weighted
1,2.0,static-high,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,0,0.0,0.0,1.0,global_state_tracking,10,5,150,16,0.9116022099447514,0.09090909090909091,0.9114662299000675,0.09106251745364918
1,2.0,aoi-only,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,1,0.0,0.022099447513812154,0.9779005524861878,local_1s_tight,0,0,157,24,0.8674033149171271,0.0,0.8671993448501012,0.0
1,2.0,aoi-only,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,1,0.0,0.022099447513812154,0.9779005524861878,local_5s_moderate,6,6,140,29,0.8397790055248618,0.07894736842105263,0.8395325416938724,0.07909202356942303
1,2.0,aoi-only,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,1,0.0,0.022099447513812154,0.9779005524861878,local_10s_preview,77,16,49,39,0.7845303867403315,0.6549295774647887,0.7841989353814145,0.6562142786582182
1,2.0,aoi-only,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,1,0.0,0.022099447513812154,0.9779005524861878,global_state_tracking,10,5,150,16,0.9116022099447514,0.09090909090909091,0.9114662299000675,0.09106251745364918
1,2.0,contract-aware,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,1,0.0,0.022099447513812154,0.9779005524861878,local_1s_tight,0,0,157,24,0.8674033149171271,0.0,0.8671993448501012,0.0
1,2.0,contract-aware,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,1,0.0,0.022099447513812154,0.9779005524861878,local_5s_moderate,6,6,140,29,0.8397790055248618,0.07894736842105263,0.8395325416938724,0.07909202356942303
1,2.0,contract-aware,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,1,0.0,0.022099447513812154,0.9779005524861878,local_10s_preview,77,16,49,39,0.7845303867403315,0.6549295774647887,0.7841989353814145,0.6562142786582182
1,2.0,contract-aware,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,1,0.0,0.022099447513812154,0.9779005524861878,global_state_tracking,10,5,150,16,0.9116022099447514,0.09090909090909091,0.9114662299000675,0.09106251745364918
1,5.0,static-low,90.86099999999999,140,1.5298092691033558,182,2.003059618538207,139,1.5298092691033558,0.23626373626373626,1233.9067366636953,0.8598999999999731,0.5344999999999643,0,1.0,0.0,0.0,local_1s_tight,8,0,162,12,0.9340659340659341,0.047058823529411764,0.9338193931238349,0.04724725670615751
1,5.0,static-low,90.86099999999999,140,1.5298092691033558,182,2.003059618538207,139,1.5298092691033558,0.23626373626373626,1233.9067366636953,0.8598999999999731,0.5344999999999643,0,1.0,0.0,0.0,local_5s_moderate,21,9,135,17,0.9065934065934066,0.18181818181818182,0.9062441402587662,0.18256837185525981
1,5.0,static-low,90.86099999999999,140,1.5298092691033558,182,2.003059618538207,139,1.5298092691033558,0.23626373626373626,1233.9067366636953,0.8598999999999731,0.5344999999999643,0,1.0,0.0,0.0,local_10s_preview,88,15,51,28,0.8461538461538461,0.6688311688311688,0.8455785839556148,0.6717887843884114
